dataset,forecaster,coverage,horizon_hours,window,method,n,picp,mpiw,winkler_interval_score,macro_user_abs_coverage_gap,user_coverage_std,max_abs_cluster_coverage_gap,forecaster_key,window_order
Ausgrid,lightgbm_quantile,0.8,1.0,2012-10,aci_global,444912,0.8001762146222174,0.3762477478090893,0.6034434611295084,0.0368126730679325,0.0479182991369127,0.0079619411431806,lgbm,3
Ausgrid,lightgbm_quantile,0.8,1.0,2012-10,aci_segment,444912,0.8001986909770921,0.3761012682166139,0.6034182454746541,0.0363451648865393,0.0477692875792825,0.0006705156402736,lgbm,3
Ausgrid,lightgbm_quantile,0.8,1.0,2012-10,aci_user,444912,0.8012798036465638,0.3762173306797408,0.6016011001326272,0.0052302477793361,0.0070344283436239,0.002106243890518,lgbm,3
Ausgrid,lightgbm_quantile,0.8,1.0,2012-10,pid_global,444912,0.8000863092027187,0.3768292023400216,0.6033504982377677,0.0364665372028625,0.0473870618270891,0.0071719958498397,lgbm,3
Ausgrid,lightgbm_quantile,0.8,1.0,2012-10,pid_segment,444912,0.8000885568382062,0.3768823836277339,0.603429542132144,0.0360480274750961,0.047110334620133,0.0001130254154447,lgbm,3
Ausgrid,lightgbm_quantile,0.8,1.0,2012-10,pid_user,444912,0.8000368612219945,0.3893396411707208,0.6101071153524751,0.0006751897004351,0.0008795408637572,0.0001320505564986,lgbm,3
Ausgrid,lightgbm_quantile,0.8,1.0,2012-11,raw,430560,0.7778753251579339,0.3623329857673456,0.6079622496893056,0.0418989223337049,0.054994937360815,0.0240609217171717,lgbm,4
Ausgrid,lightgbm_quantile,0.8,1.0,2012-11,rolling_global_norm,430560,0.7931832961724266,0.3663617040334639,0.6077222454178571,0.0370517465626161,0.0517320602413389,0.0116593567251462,lgbm,4
Ausgrid,lightgbm_quantile,0.8,1.0,2012-11,rolling_group_norm,430560,0.792985878855444,0.36623742139381,0.6077126334295578,0.0369611668524712,0.0520945731394639,0.0098563762626262,lgbm,4
Ausgrid,lightgbm_quantile,0.8,1.0,2012-11,rolling_user_norm,430560,0.7932251021924935,0.3660661309671306,0.6066329793118836,0.0253553511705685,0.0350388567680646,0.0105350378787879,lgbm,4
Ausgrid,lightgbm_quantile,0.8,1.0,2012-11,aci_global,430560,0.7994704570791528,0.3681392625625638,0.6077051325089402,0.0361993682645856,0.0503680631026349,0.0070601851851852,lgbm,4
Ausgrid,lightgbm_quantile,0.8,1.0,2012-11,aci_segment,430560,0.7994449089557785,0.3681256330958188,0.6076698842803642,0.0361505945745076,0.0504757951240078,0.0018685567010309,lgbm,4
Ausgrid,lightgbm_quantile,0.8,1.0,2012-11,aci_user,430560,0.8003948346339651,0.367098497419988,0.6057683949792882,0.0051839464882943,0.0069483155878789,0.0016751949317738,lgbm,4
Ausgrid,lightgbm_quantile,0.8,1.0,2012-11,pid_global,430560,0.799672519509476,0.3683407527298408,0.6076129531121427,0.0359229840208101,0.0498464190725685,0.0067495126705653,lgbm,4
Ausgrid,lightgbm_quantile,0.8,1.0,2012-11,pid_segment,430560,0.7996632292827945,0.3685521045315294,0.6076545471565561,0.035370215533259,0.0494968393040567,0.0007016036655211,lgbm,4
Ausgrid,lightgbm_quantile,0.8,1.0,2012-11,pid_user,430560,0.7992707172054998,0.3780423168063716,0.6130505446863347,0.0013145670754366,0.0017853467594312,0.0010524054982817,lgbm,4
Ausgrid,lightgbm_quantile,0.8,1.0,2012-12,raw,444912,0.7796238357248175,0.3952224260170045,0.6600768133046961,0.0438954220160391,0.0614342230646676,0.0216268156951519,lgbm,5
