dataset,configuration,window,coverage,horizon_hours,method,half_life_days,n,picp,mpiw,winkler_interval_score,macro_user_abs_coverage_gap,user_coverage_std,max_abs_cluster_coverage_gap,mean_calibration_age_days,effective_weight_sum,erw_global_correction,picp_abs_gap,l05
London,persistence_qi__c90__h1,2013-08,0.9,1.0,erw_user_norm,14.0,743970,0.8988131241851149,0.5016457535888101,0.949170158008405,0.0216894433213202,0.0305738282454661,0.0036463753035033,16.47457465421572,454128.0111259274,-0.1982105534581948,0.00118687581488508,0.012667909312411749
London,persistence_qi__c90__h1,2013-09,0.9,1.0,rolling_global_norm,,719894,0.8825215934568145,0.5721464497339313,1.1209770006442066,0.0381732610848457,0.08841443844426,0.0227369281045751,16.47424968251318,454181.36776626576,-0.1954073930197019,0.017478406543185554,0.0304550945947104
London,persistence_qi__c90__h1,2013-09,0.9,1.0,rolling_group_norm,,719894,0.8825063134294772,0.563246646063563,1.1223664921942793,0.0387400709981378,0.0980745655583774,0.0234896371739904,16.47424968251318,454181.36776626576,-0.1954073930197019,0.01749368657052286,0.0311148540860641
London,persistence_qi__c90__h1,2013-09,0.9,1.0,rolling_user_norm,,719894,0.8735841665578543,0.4854503461779673,1.1156206711254146,0.0356081902372455,0.0444419599508996,0.0319036079242149,16.47424968251318,454181.36776626576,-0.1954073930197019,0.02641583344214571,0.0337558990807302
London,persistence_qi__c90__h1,2013-09,0.9,1.0,erw_global_norm,14.0,719894,0.8847635901952232,0.5797039847533085,1.1205551112027587,0.037182940998014,0.0867339003600666,0.0212377450980392,16.47424968251318,454181.36776626576,-0.1954073930197019,0.015236409804776807,0.029210343048026603
London,persistence_qi__c90__h1,2013-09,0.9,1.0,erw_group_norm,14.0,719894,0.8847663683820118,0.5706035475079562,1.121923643415841,0.0381986217647933,0.0979214945133111,0.0228795607449711,16.47424968251318,454181.36776626576,-0.1954073930197019,0.015233631617988186,0.0305390912548822
London,persistence_qi__c90__h1,2013-09,0.9,1.0,erw_user_norm,14.0,719894,0.8755789046720768,0.4910656713186858,1.1172349761085474,0.0345732773116675,0.0500403261068029,0.0307843137254901,16.47424968251318,454181.36776626576,-0.1954073930197019,0.024421095327923248,0.0326787955185788
London,persistence_qi__c90__h1,2013-10,0.9,1.0,rolling_global_norm,,743789,0.8807349933919432,0.6092037041943749,1.215915124571703,0.0368976886052949,0.0805942708444068,0.026743854987188,16.475335257666952,454151.106037536,-0.1014912802161943,0.019265006608056856,0.03182077179624145
London,persistence_qi__c90__h1,2013-10,0.9,1.0,rolling_group_norm,,743789,0.8808748179927371,0.5953255340508325,1.217038478477321,0.036626593756147,0.0788296600937602,0.0231722509999344,16.475335257666952,454151.106037536,-0.1014912802161943,0.019125182007262875,0.029899422378040698
London,persistence_qi__c90__h1,2013-10,0.9,1.0,rolling_user_norm,,743789,0.8754633370485447,0.5403014803097327,1.2096738739279067,0.031420590529484,0.0410294845131646,0.0296226476952331,16.475335257666952,454151.106037536,-0.1014912802161943,0.02453666295145529,0.030521619112358546
London,persistence_qi__c90__h1,2013-10,0.9,1.0,erw_global_norm,14.0,743789,0.8877584906472131,0.6259298743286694,1.2141818012891468,0.032702914829581,0.0611833876569883,0.0157056382202969,16.475335257666952,454151.106037536,-0.1014912802161943,0.012241509352786895,0.02420427652493895
London,persistence_qi__c90__h1,2013-10,0.9,1.0,erw_group_norm,14.0,743789,0.8881067076818829,0.6135988890070153,1.2141467758502555,0.0328927802496471,0.0661871047355695,0.0146810045242935,16.475335257666952,454151.106037536,-0.1014912802161943,0.011893292318117088,0.0237868923869703
London,persistence_qi__c90__h1,2013-10,0.9,1.0,erw_user_norm,14.0,743789,0.884492779538283,0.5781960920159326,1.197597827550085,0.0253018003064379,0.0358009043947972,0.0177627696544488,16.475335257666952,454151.106037536,-0.1014912802161943,0.015507220461717042,0.02153228498044335
London,persistence_qi__c90__h1,2013-11,0.9,1.0,rolling_global_norm,,719796,0.8787350860521592,0.6588552253209493,1.4048520779212477,0.0347977076685473,0.0583145420552776,0.0276646199449502,16.47705827452298,454061.0655911695,-0.0162780907085933,0.021264913947840802,0.03123116380674875
London,persistence_qi__c90__h1,2013-11,0.9,1.0,rolling_group_norm,,719796,0.8772485537568978,0.6380652723319244,1.4133126413632764,0.036492084981399,0.0622371797371188,0.0480669066271437,16.47705827452298,454061.0655911695,-0.0162780907085933,0.022751446243102214,0.042279495804271344
London,persistence_qi__c90__h1,2013-11,0.9,1.0,rolling_user_norm,,719796,0.8727319962878372,0.6238195546787316,1.4094450739407265,0.0356550803882112,0.0536387452677561,0.0574338344272707,16.47705827452298,454061.0655911695,-0.0162780907085933,0.02726800371216287,0.04654445740774095
London,persistence_qi__c90__h1,2013-11,0.9,1.0,erw_global_norm,14.0,719796,0.882252749390105,0.6680648930949175,1.4028861114330455,0.0325167548941108,0.0514469989727732,0.0254202837179758,16.47705827452298,454061.0655911695,-0.0162780907085933,0.017747250609895016,0.0289685193060433
London,persistence_qi__c90__h1,2013-11,0.9,1.0,erw_group_norm,14.0,719796,0.8822569172376618,0.6515107854151053,1.4098990186725082,0.0336765206856624,0.0541250871845149,0.0434511962735549,16.47705827452298,454061.0655911695,-0.0162780907085933,0.01774308276233827,0.03856385847960865
London,persistence_qi__c90__h1,2013-11,0.9,1.0,erw_user_norm,14.0,719796,0.8784933508938644,0.6463679455328015,1.3979162089969217,0.0312078609762059,0.0491787764241372,0.0500232902816006,16.47705827452298,454061.0655911695,-0.0162780907085933,0.021506649106135645,0.04061557562890325
London,persistence_qi__c90__h1,2013-12,0.9,1.0,rolling_global_norm,,743832,0.8918304133191366,0.7133279044189079,1.429265997090322,0.0312039163105628,0.0489210197723073,0.0127585980787515,16.474375073616077,454081.3817507471,0.1369799999211942,0.008169586680863428,0.02198125719465715
London,persistence_qi__c90__h1,2013-12,0.9,1.0,rolling_group_norm,,743832,0.8917510943331289,0.7107459175286567,1.4296753301227845,0.0312937087032078,0.0489692283210905,0.0146765679813777,16.474375073616077,454081.3817507471,0.1369799999211942,0.008248905666871087,0.022985138342292752
London,persistence_qi__c90__h1,2013-12,0.9,1.0,rolling_user_norm,,743832,0.8906325621914626,0.7143858504184096,1.406964743416736,0.0248677290637486,0.040387140449044,0.0162502868758401,16.474375073616077,454081.3817507471,0.1369799999211942,0.009367437808537438,0.02055900796979435
London,persistence_qi__c90__h1,2013-12,0.9,1.0,erw_global_norm,14.0,743832,0.8980966132137365,0.7438038614725275,1.426857674059681,0.0298272524603031,0.0463987165479917,0.006422740238025,16.474375073616077,454081.3817507471,0.1369799999211942,0.0019033867862635612,0.01812499634916405
London,persistence_qi__c90__h1,2013-12,0.9,1.0,erw_group_norm,14.0,743832,0.8980697254218695,0.7512087946167636,1.426562300812224,0.0298074727442981,0.0465397600911528,0.0030662640478371,16.474375073616077,454081.3817507471,0.1369799999211942,0.001930274578130553,0.0164368683960676
London,persistence_qi__c90__h1,2013-12,0.9,1.0,erw_user_norm,14.0,743832,0.8980482151883759,0.7603514712166773,1.397126941984464,0.0202281446083517,0.0353306818484607,0.0034403309136448,16.474375073616077,454081.3817507471,0.1369799999211942,0.0019517848116241687,0.01183423776099825
London,persistence_qi__c90__h1,2014-01,0.9,1.0,rolling_global_norm,,743764,0.8983548544968565,0.7534875235149956,1.452747194411715,0.0317269185598338,0.0485825541270403,0.011921122412958,16.473123240144634,454139.5357476623,0.1557356743028842,0.0016451455031435414,0.0218240204863959
London,persistence_qi__c90__h1,2014-01,0.9,1.0,rolling_group_norm,,743764,0.8983198971716835,0.76263791519396,1.451820682256511,0.0316114750029281,0.0485193609826899,0.0050004515265703,16.473123240144634,454139.5357476623,0.1557356743028842,0.0016801028283165431,0.0183059632647492
London,persistence_qi__c90__h1,2014-01,0.9,1.0,rolling_user_norm,,743764,0.8989975314750378,0.7698364179894004,1.4123726098367866,0.0191045054040561,0.0289010451151563,0.0030335617169493,16.473123240144634,454139.5357476623,0.1557356743028842,0.001002468524962219,0.011069033560502699
London,persistence_qi__c90__h1,2014-01,0.9,1.0,erw_global_norm,14.0,743764,0.898208302633631,0.752742773546224,1.4527902033120856,0.0317696201136262,0.0486249379608348,0.0120853138930621,16.473123240144634,454139.5357476623,0.1557356743028842,0.0017916973663689717,0.02192746700334415
London,persistence_qi__c90__h1,2014-01,0.9,1.0,erw_group_norm,14.0,743764,0.8981491440833382,0.7558315862219376,1.452320266406953,0.0318488837136493,0.0488116042469266,0.0090477715111363,16.473123240144634,454139.5357476623,0.1557356743028842,0.0018508559166617866,0.0204483276123928
London,persistence_qi__c90__h1,2014-01,0.9,1.0,erw_user_norm,14.0,743764,0.897073534078014,0.7617400772986828,1.416469002042012,0.0227017083453326,0.0349980453213706,0.0098112618936203,16.473123240144634,454139.5357476623,0.1557356743028842,0.0029264659219859768,0.01625648511947645
London,persistence_qi__c90__h6,2013-03,0.9,6.0,rolling_global_norm,,743917,0.9023157153284572,1.2645693057665526,2.0229272217184486,0.0397267190489385,0.0589127277403196,0.0261323299148241,16.475265326230687,454145.0578593136,0.3769282547201464,0.002315715328457202,0.0329295244818813
London,persistence_qi__c90__h6,2013-03,0.9,6.0,rolling_group_norm,,743917,0.902322436508374,1.3039576110805349,2.012049970489872,0.0379702983289844,0.0563258344667936,0.0040678368121441,16.475265326230687,454145.0578593136,0.3769282547201464,0.0023224365083739373,0.02101906757056425
London,persistence_qi__c90__h6,2013-03,0.9,6.0,rolling_user_norm,,743917,0.9009566927493255,1.3383345793689094,1.9406052354372,0.0270104821360078,0.0491969637433241,0.0037953893770292,16.475265326230687,454145.0578593136,0.3769282547201464,0.0009566927493255273,0.0154029357565185
London,persistence_qi__c90__h6,2013-03,0.9,6.0,erw_global_norm,14.0,743917,0.9026020375929036,1.266371036850168,2.022754407236053,0.0397468894332125,0.0588247997810578,0.0258208110966282,16.475265326230687,454145.0578593136,0.3769282547201464,0.002602037592903561,0.03278385026492035
London,persistence_qi__c90__h6,2013-03,0.9,6.0,erw_group_norm,14.0,743917,0.9026880686958356,1.3055394442631605,2.0119744195741465,0.037972997384315,0.0562241549717519,0.0039390309344289,16.475265326230687,454145.0578593136,0.3769282547201464,0.0026880686958355993,0.020956014159371948
London,persistence_qi__c90__h6,2013-03,0.9,6.0,erw_user_norm,14.0,743917,0.9013532423644036,1.3457294403819906,1.934638218098636,0.0253893721753548,0.0475845984483473,0.0043157512453452,16.475265326230687,454145.0578593136,0.3769282547201464,0.0013532423644035951,0.014852561710350001
London,persistence_qi__c90__h6,2013-04,0.9,6.0,rolling_global_norm,,719770,0.925447017797352,1.2545619486688968,1.760681334757766,0.0364157233910131,0.0355859770694882,0.0294136428307361,16.474119538185843,454173.618391171,0.3715244976831243,0.025447017797351923,0.0329146831108746
London,persistence_qi__c90__h6,2013-04,0.9,6.0,rolling_group_norm,,719770,0.9250788446309236,1.3006361258886054,1.7729720905142337,0.0354574775725136,0.0352237091286149,0.0368043909132489,16.474119538185843,454173.618391171,0.3715244976831243,0.02507884463092358,0.036130934242881246
London,persistence_qi__c90__h6,2013-04,0.9,6.0,rolling_user_norm,,719770,0.92184447809717,1.3380953180007045,1.758327988060304,0.0322075736806553,0.0340731018136806,0.0358980874455794,16.474119538185843,454173.618391171,0.3715244976831243,0.02184447809716994,0.03405283056311735
London,persistence_qi__c90__h6,2013-04,0.9,6.0,erw_global_norm,14.0,719770,0.9265348653041944,1.263598162564519,1.762723380342501,0.0370062447147975,0.0352608442188834,0.0304443050311998,16.474119538185843,454173.618391171,0.3715244976831243,0.026534865304194355,0.03372527487299865
London,persistence_qi__c90__h6,2013-04,0.9,6.0,erw_group_norm,14.0,719770,0.926055545521486,1.3130296207362782,1.7769864025821935,0.035973045454822,0.0349731231359198,0.038972743134963,16.474119538185843,454173.618391171,0.3715244976831243,0.026055545521485923,0.037472894294892506
London,persistence_qi__c90__h6,2013-04,0.9,6.0,erw_user_norm,14.0,719770,0.9217458354752212,1.3444443157884771,1.7603576770430778,0.0321204726851673,0.0342987444185067,0.0367705104097846,16.474119538185843,454173.618391171,0.3715244976831243,0.02174583547522113,0.03444549154747595
London,persistence_qi__c90__h6,2013-05,0.9,6.0,rolling_global_norm,,743892,0.9321433756513042,1.1658759839834556,1.5595930095371695,0.0405629634601927,0.0368094761774395,0.047301993181222,16.478299222847763,454047.134457336,0.0347700326338216,0.03214337565130421,0.04393247832070735
London,persistence_qi__c90__h6,2013-05,0.9,6.0,rolling_group_norm,,743892,0.9313636925790304,1.1989850594991027,1.5813650156150454,0.0403250557955706,0.0381735871157918,0.0589070285864148,16.478299222847763,454047.134457336,0.0347700326338216,0.03136369257903038,0.0496160421909927
London,persistence_qi__c90__h6,2013-05,0.9,6.0,rolling_user_norm,,743892,0.9265457889048412,1.237129348684875,1.61314589873386,0.0390300861980842,0.0469207492961386,0.051539142407553,16.478299222847763,454047.134457336,0.0347700326338216,0.02654578890484116,0.045284614302818604
London,persistence_qi__c90__h6,2013-05,0.9,6.0,erw_global_norm,14.0,743892,0.9227307189753352,1.0972932747008473,1.5373003629981623,0.0356952681755374,0.0420237501175949,0.0386228035667453,16.478299222847763,454047.134457336,0.0347700326338216,0.022730718975335185,0.03715903587114135
London,persistence_qi__c90__h6,2013-05,0.9,6.0,erw_group_norm,14.0,743892,0.9225734380797213,1.1125790670268452,1.5450510257197956,0.0358659032698605,0.0423927155929228,0.0450154078153685,16.478299222847763,454047.134457336,0.0347700326338216,0.02257343807972123,0.0404406555426145
London,persistence_qi__c90__h6,2013-05,0.9,6.0,erw_user_norm,14.0,743892,0.92054491781065,1.128495131621468,1.5494285165359565,0.0331049571961808,0.038290036241932,0.0404914109624967,16.478299222847763,454047.134457336,0.0347700326338216,0.020544917810649932,0.03679818407933875
London,persistence_qi__c90__h6,2013-06,0.9,6.0,rolling_global_norm,,719730,0.9193530907423616,1.0271455159000231,1.4332847914863327,0.0405783398718586,0.0614945782076833,0.0481199186991869,16.47530456906572,454099.51835758414,-0.1460575854824987,0.01935309074236158,0.044349129285522745
London,persistence_qi__c90__h6,2013-06,0.9,6.0,rolling_group_norm,,719730,0.9196031845275312,1.0183802473861463,1.4280455401383298,0.0407588427896636,0.0615926616569256,0.0436737804878049,16.47530456906572,454099.51835758414,-0.1460575854824987,0.01960318452753118,0.04221631163873425
London,persistence_qi__c90__h6,2013-06,0.9,6.0,rolling_user_norm,,719730,0.9189987912133716,0.985906996490344,1.3957539015306268,0.0297638103916977,0.0384269084108283,0.0433180894308943,16.47530456906572,454099.51835758414,-0.1460575854824987,0.018998791213371558,0.036540949911296
London,persistence_qi__c90__h6,2013-06,0.9,6.0,erw_global_norm,14.0,719730,0.9153238019812986,1.0080374000834995,1.4282044019049536,0.0408137092131397,0.0703925114987749,0.0453760162601626,16.47530456906572,454099.51835758414,-0.1460575854824987,0.015323801981298568,0.04309486273665115
London,persistence_qi__c90__h6,2013-06,0.9,6.0,erw_group_norm,14.0,719730,0.9152237644672307,0.9779333622560904,1.4139867841419262,0.0403194227168668,0.0674640679192706,0.0320884146341463,16.47530456906572,454099.51835758414,-0.1460575854824987,0.015223764467230727,0.036203918675506555
London,persistence_qi__c90__h6,2013-06,0.9,6.0,erw_user_norm,14.0,719730,0.9144012337960068,0.920437772250681,1.3501357228593394,0.0267954861649998,0.0351551375148723,0.0346121273712737,16.47530456906572,454099.51835758414,-0.1460575854824987,0.014401233796006774,0.03070380676813675
London,persistence_qi__c90__h6,2013-07,0.9,6.0,rolling_global_norm,,743820,0.9226277862923824,0.9674594316966252,1.302053492781601,0.0498312968993784,0.0836313629801518,0.0548665748754261,16.474200994432888,454081.09167763096,-0.2701446197095111,0.02262778629238238,0.05234893588740225
London,persistence_qi__c90__h6,2013-07,0.9,6.0,rolling_group_norm,,743820,0.9234478771745852,0.9210399719709514,1.2761569462944005,0.0486080638846994,0.074321449092266,0.0348855887752426,16.474200994432888,454081.09167763096,-0.2701446197095111,0.023447877174585186,0.041746826329970996
London,persistence_qi__c90__h6,2013-07,0.9,6.0,rolling_user_norm,,743820,0.9222244629076928,0.8400744420813092,1.1893961058365556,0.0345650101863066,0.0393042538510573,0.0383113690007868,16.474200994432888,454081.09167763096,-0.2701446197095111,0.022224462907692755,0.0364381895935467
London,persistence_qi__c90__h6,2013-07,0.9,6.0,erw_global_norm,14.0,743820,0.9189198999758006,0.9469121357131696,1.2947122714208896,0.0494095920825127,0.0870711110965127,0.052711119853134,16.474200994432888,454081.09167763096,-0.2701446197095111,0.01891989997580057,0.05106035596782335
London,persistence_qi__c90__h6,2013-07,0.9,6.0,erw_group_norm,14.0,743820,0.9195840391492566,0.8927317689876275,1.2672779127331055,0.0482356214598368,0.0796036405064128,0.0273783766063466,16.474200994432888,454081.09167763096,-0.2701446197095111,0.01958403914925655,0.037806999033091704
London,persistence_qi__c90__h6,2013-07,0.9,6.0,erw_user_norm,14.0,743820,0.9181159420289856,0.7985189962870508,1.168516414234016,0.0323333367026169,0.0380119521936343,0.0274275504851821,16.474200994432888,454081.09167763096,-0.2701446197095111,0.018115942028985588,0.0298804435938995
London,persistence_qi__c90__h6,2013-08,0.9,6.0,rolling_global_norm,,743950,0.9035956717521338,0.8947894487120334,1.2845385122836066,0.0484860042798496,0.0927225740443833,0.0451083571030457,16.47462599231635,454095.72600290686,-0.4250119675112643,0.003595671752133822,0.04679718069144765
London,persistence_qi__c90__h6,2013-08,0.9,6.0,rolling_group_norm,,743950,0.9044895490288326,0.8317557126121924,1.2612648370145072,0.0479953365466766,0.0921526336278878,0.0092078948231205,16.47462599231635,454095.72600290686,-0.4250119675112643,0.0044895490288325846,0.02860161568489855
London,persistence_qi__c90__h6,2013-08,0.9,6.0,rolling_user_norm,,743950,0.9022703138651792,0.7169776032277975,1.1558601051773294,0.0267388113247036,0.0383324269344229,0.0121258319399363,16.47462599231635,454095.72600290686,-0.4250119675112643,0.0022703138651791743,0.01943232163231995
London,persistence_qi__c90__h6,2013-08,0.9,6.0,erw_global_norm,14.0,743950,0.8979555077626185,0.8708529483123261,1.279217004244657,0.0494461951809,0.0946130564511159,0.041641257663683,16.47462599231635,454095.72600290686,-0.4250119675112643,0.0020444922373815677,0.0455437264222915
London,persistence_qi__c90__h6,2013-08,0.9,6.0,erw_group_norm,14.0,743950,0.8983533839639761,0.7949122166502169,1.2566226396258544,0.0487273529392757,0.0942700356478162,0.0017179764597882,16.47462599231635,454095.72600290686,-0.4250119675112643,0.0016466160360238957,0.025222664699531952
London,persistence_qi__c90__h6,2013-08,0.9,6.0,erw_user_norm,14.0,743950,0.8937966261173466,0.6725666850293371,1.1532506943901712,0.0273479116436803,0.0394594950741734,0.0085051378772113,16.47462599231635,454095.72600290686,-0.4250119675112643,0.006203373882653462,0.0179265247604458
London,persistence_qi__c90__h6,2013-09,0.9,6.0,rolling_global_norm,,719852,0.8706275734456527,0.8705894212461753,1.4534370116071418,0.0549675438276439,0.0953643521258833,0.0394978882627741,16.47406547941306,454164.0337915111,-0.396521361240241,0.029372426554347353,0.047232716045209
London,persistence_qi__c90__h6,2013-09,0.9,6.0,rolling_group_norm,,719852,0.8691369892700166,0.7909285585106411,1.4590826896444653,0.0553030039351367,0.0983140856476441,0.045228813559322,16.47406547941306,454164.0337915111,-0.396521361240241,0.03086301072998343,0.050265908747229346
London,persistence_qi__c90__h6,2013-09,0.9,6.0,rolling_user_norm,,719852,0.8557675744458583,0.6637451501274754,1.4184023380520567,0.0530540747779706,0.0621851880626484,0.0584830508474576,16.47406547941306,454164.0337915111,-0.396521361240241,0.04423242555414175,0.0557685628127141
London,persistence_qi__c90__h6,2013-09,0.9,6.0,erw_global_norm,14.0,719852,0.8747353622689108,0.8849299687776256,1.4525125974573634,0.0528088323491507,0.0942802898111412,0.03433337441045,16.47406547941306,454164.0337915111,-0.396521361240241,0.025264637731089223,0.04357110337980035
London,persistence_qi__c90__h6,2013-09,0.9,6.0,erw_group_norm,14.0,719852,0.873064185415891,0.8080374867947386,1.455021840820025,0.0533565109435483,0.0973245533365297,0.0406271186440678,16.47406547941306,454164.0337915111,-0.396521361240241,0.026935814584108986,0.046991814793808054
London,persistence_qi__c90__h6,2013-09,0.9,6.0,erw_user_norm,14.0,719852,0.8590390802553858,0.6737440351335288,1.4166084792087537,0.050530242572046,0.0684324126211171,0.0515847457627118,16.47406547941306,454164.0337915111,-0.396521361240241,0.040960919744614244,0.0510574941673789
London,persistence_qi__c90__h6,2013-10,0.9,6.0,rolling_global_norm,,743725,0.868800968099768,0.945872110383665,1.5807505429576978,0.0538229547916951,0.0950238808713757,0.0400530834776997,16.47559438775206,454123.751343607,-0.191152948396883,0.031199031900231988,0.046938019134697404
London,persistence_qi__c90__h6,2013-10,0.9,6.0,rolling_group_norm,,743725,0.868766008941477,0.8818428364225922,1.5867489826564545,0.0524077105674521,0.0898116575903408,0.0403724468050228,16.47559438775206,454123.751343607,-0.191152948396883,0.03123399105852298,0.04639007868623745
London,persistence_qi__c90__h6,2013-10,0.9,6.0,rolling_user_norm,,743725,0.8589868567010656,0.7596781541209404,1.5766217937988027,0.0473546591760118,0.0582433234982261,0.0530769482967772,16.47559438775206,454123.751343607,-0.191152948396883,0.04101314329893446,0.050215803736394504
London,persistence_qi__c90__h6,2013-10,0.9,6.0,erw_global_norm,14.0,743725,0.8797337725637837,0.9857757800988424,1.577000938397033,0.0473077778881596,0.0872618883934402,0.0276199461574123,16.47559438775206,454123.751343607,-0.191152948396883,0.02026622743621631,0.03746386202278595
London,persistence_qi__c90__h6,2013-10,0.9,6.0,erw_group_norm,14.0,743725,0.8802245453628693,0.922605539157374,1.5760445075170353,0.0454179258721131,0.073669667991006,0.024913937247959,16.47559438775206,454123.751343607,-0.191152948396883,0.019775454637130707,0.03516593156003605
London,persistence_qi__c90__h6,2013-10,0.9,6.0,erw_user_norm,14.0,743725,0.8723237755890955,0.8182579303411497,1.537799377914961,0.0364243465212439,0.049633383734652,0.0358234156257172,16.47559438775206,454123.751343607,-0.191152948396883,0.02767622441090456,0.03612388107348055
London,persistence_qi__c90__h6,2013-11,0.9,6.0,rolling_global_norm,,719740,0.8614735876844416,1.033936428391462,1.9163414698408312,0.0528682976217951,0.0769693146945805,0.0525229940545759,16.477609902805145,454014.8043621853,-0.0466198749716169,0.03852641231555842,0.052695645838185506
London,persistence_qi__c90__h6,2013-11,0.9,6.0,rolling_group_norm,,719740,0.8574068413593797,0.9770277266638532,1.971076339123668,0.0574060512089293,0.0841890732949038,0.1096820637905042,16.477609902805145,454014.8043621853,-0.0466198749716169,0.0425931586406203,0.08354405749971675
London,persistence_qi__c90__h6,2013-11,0.9,6.0,rolling_user_norm,,719740,0.8480756940006113,0.907364504645148,2.014166998188048,0.0599898559331863,0.081243279470513,0.1285515862933415,16.477609902805145,454014.8043621853,-0.0466198749716169,0.05192430599938869,0.0942707211132639
London,persistence_qi__c90__h6,2013-11,0.9,6.0,erw_global_norm,14.0,719740,0.867910634395754,1.0571595639323736,1.9074847213278787,0.048710881074574,0.0747975105485945,0.0443078069685113,16.477609902805145,454014.8043621853,-0.0466198749716169,0.03208936560424602,0.04650934402154265
London,persistence_qi__c90__h6,2013-11,0.9,6.0,erw_group_norm,14.0,719740,0.8652374468558091,1.0048914709255576,1.9528213201012412,0.0519277069848517,0.0757586114448889,0.0984179412910547,16.477609902805145,454014.8043621853,-0.0466198749716169,0.034762553144190966,0.0751728241379532
London,persistence_qi__c90__h6,2013-11,0.9,6.0,erw_user_norm,14.0,719740,0.8575277183427349,0.9503000659459095,1.9691401466443728,0.0520593007100344,0.0742075579054575,0.1099107339465081,16.477609902805145,454014.8043621853,-0.0466198749716169,0.04247228165726513,0.08098501732827125
London,persistence_qi__c90__h6,2013-12,0.9,6.0,rolling_global_norm,,743796,0.8810722294822774,1.1366791368326403,1.973471689587676,0.0442001748962567,0.0679061696141782,0.0292704918032786,16.47428879347855,454043.6423835613,0.2171416562879544,0.018927770517722653,0.036735333349767654
London,persistence_qi__c90__h6,2013-12,0.9,6.0,rolling_group_norm,,743796,0.881034584751733,1.1267728140377655,1.97818097408389,0.0446677840444292,0.0681960495458559,0.0404426229508196,16.47428879347855,454043.6423835613,0.2171416562879544,0.018965415248267004,0.0425552034976244
London,persistence_qi__c90__h6,2013-12,0.9,6.0,rolling_user_norm,,743796,0.8754241754459556,1.1126933340033385,1.9489084085849395,0.040608747984613,0.0644756189703789,0.0501475409836066,16.47428879347855,454043.6423835613,0.2171416562879544,0.02457582455404439,0.0453781444841098
London,persistence_qi__c90__h6,2013-12,0.9,6.0,erw_global_norm,14.0,743796,0.8918359335086502,1.1874893986242063,1.9644313821927368,0.0415457493620898,0.064893417851567,0.0166475409836065,16.47428879347855,454043.6423835613,0.2171416562879544,0.00816406649134982,0.02909664517284815
London,persistence_qi__c90__h6,2013-12,0.9,6.0,erw_group_norm,14.0,743796,0.891700143587758,1.1906311837976338,1.9637346711810597,0.0416097451364649,0.0650167158467161,0.0140327868852458,16.47428879347855,454043.6423835613,0.2171416562879544,0.008299856412242068,0.02782126601085535
London,persistence_qi__c90__h6,2013-12,0.9,6.0,erw_user_norm,14.0,743796,0.8890838348149224,1.2020160537754578,1.8872457608140696,0.030247385518091,0.0527872912710586,0.0169262295081967,16.47428879347855,454043.6423835613,0.2171416562879544,0.010916165185077653,0.023586807513143848
London,persistence_qi__c90__h6,2014-01,0.9,6.0,rolling_global_norm,,743708,0.89821542863597,1.2221664950913165,1.9951874570504555,0.0438565268707152,0.0675079361625581,0.020747992050326,16.47269132205285,454121.4281190213,0.3097681282964593,0.0017845713640299854,0.0323022594605206
London,persistence_qi__c90__h6,2014-01,0.9,6.0,rolling_group_norm,,743708,0.8981952594297762,1.2326294802885251,1.991710781807632,0.0438683832098415,0.0675188874528805,0.0128311679779249,16.47269132205285,454121.4281190213,0.3097681282964593,0.0018047405702238395,0.0283497755938832
London,persistence_qi__c90__h6,2014-01,0.9,6.0,rolling_user_norm,,743708,0.8978429706282574,1.2567923036943307,1.8887647636265408,0.0268190285668664,0.042704111103767,0.0111311860453656,16.47269132205285,454121.4281190213,0.3097681282964593,0.002157029371742669,0.018975107306116
London,persistence_qi__c90__h6,2014-01,0.9,6.0,erw_global_norm,14.0,743708,0.8998800604538341,1.2324001580765638,1.9942236385252872,0.0439198675937156,0.0670563576163728,0.0188509107632672,16.47269132205285,454121.4281190213,0.3097681282964593,0.00011993954616595914,0.0313853891784914
London,persistence_qi__c90__h6,2014-01,0.9,6.0,erw_group_norm,14.0,743708,0.8997993836290588,1.2377621115684891,1.9921340992519103,0.0441348447988363,0.067232727870253,0.0134306785145278,16.47269132205285,454121.4281190213,0.3097681282964593,0.0002006163709412645,0.028782761656682053
London,persistence_qi__c90__h6,2014-01,0.9,6.0,erw_user_norm,14.0,743708,0.8971437714802046,1.256804455899623,1.8877122380976343,0.0293400268428473,0.0461490943725875,0.01573017098369,16.47269132205285,454121.4281190213,0.3097681282964593,0.0028562285197953896,0.02253509891326865
Ausgrid,persistence_qi__c80__h1,2012-07,0.8,1.0,rolling_global_norm,,444912,0.7830941849174669,0.6175537421705137,1.5560153476864058,0.0554177005789909,0.0695394720448735,0.0353372434017595,16.47481569652361,271620.33269672527,0.2426283967564527,0.016905815082533193,0.0453774719903752
Ausgrid,persistence_qi__c80__h1,2012-07,0.8,1.0,rolling_group_norm,,444912,0.7831368899917287,0.6242350762783081,1.554278802361039,0.0534177545222426,0.0679179314325585,0.0221275357499168,16.47481569652361,271620.33269672527,0.2426283967564527,0.016863110008271343,0.0377726451360797
Ausgrid,persistence_qi__c80__h1,2012-07,0.8,1.0,rolling_user_norm,,444912,0.7811140180530083,0.6407966623600172,1.535165176145205,0.0408912324234905,0.0584126037638822,0.0253214721206075,16.47481569652361,271620.33269672527,0.2426283967564527,0.01888598194699176,0.033106352272049
