dataset,configuration,window,coverage,horizon_hours,method,half_life_days,n,picp,mpiw,winkler_interval_score,macro_user_abs_coverage_gap,user_coverage_std,max_abs_cluster_coverage_gap,mean_calibration_age_days,effective_weight_sum,erw_global_correction,picp_abs_gap,l05
London,persistence_qi__c80__h1,2013-04,0.8,1.0,erw_group_norm,14.0,719837,0.8247353220242916,0.4267772789308447,0.926397003637289,0.0406366381639684,0.0520250337509805,0.0391872549102643,16.47428342436319,454184.8835762049,0.1158462904215067,0.024735322024291517,0.03991194653711635
London,persistence_qi__c80__h1,2013-04,0.8,1.0,erw_user_norm,14.0,719837,0.8218985687037482,0.4434528940558083,0.925817543639338,0.0373319546760639,0.0447272966882685,0.033343214560977,16.47428342436319,454184.8835762049,0.1158462904215067,0.021898568703748178,0.03533758461852045
London,persistence_qi__c80__h1,2013-05,0.8,1.0,rolling_global_norm,,743923,0.8324584668036881,0.3725492735190747,0.8174198161790813,0.0466701577607178,0.0550660296555309,0.033138925683557,16.477457535826368,454093.2824229622,0.0194892570052623,0.032458466803688024,0.0399045417221374
London,persistence_qi__c80__h1,2013-05,0.8,1.0,rolling_group_norm,,743923,0.8323065693626894,0.3894731795552431,0.8214555325758369,0.0473391843274014,0.0564781844951834,0.055387817991083,16.477457535826368,454093.2824229622,0.0194892570052623,0.032306569362689386,0.051363501159242195
London,persistence_qi__c80__h1,2013-05,0.8,1.0,rolling_user_norm,,743923,0.8299649291660561,0.4021058287320966,0.825145622680827,0.0449704991359335,0.0548201654527728,0.0489624311565696,16.477457535826368,454093.2824229622,0.0194892570052623,0.029964929166056087,0.04696646514625155
London,persistence_qi__c80__h1,2013-05,0.8,1.0,erw_global_norm,14.0,743923,0.8234481256796738,0.354289230612398,0.8148886749758887,0.0425550799292822,0.0574494378856419,0.0250370692552539,16.477457535826368,454093.2824229622,0.0194892570052623,0.023448125679673804,0.03379607459226805
London,persistence_qi__c80__h1,2013-05,0.8,1.0,erw_group_norm,14.0,743923,0.8236793324040257,0.3635751892254172,0.816326499308789,0.0430609582903905,0.0579432616831794,0.0381277865198006,16.477457535826368,454093.2824229622,0.0194892570052623,0.023679332404025644,0.04059437240509555
London,persistence_qi__c80__h1,2013-05,0.8,1.0,erw_user_norm,14.0,743923,0.8234776986327886,0.3756026905563287,0.8156503292645801,0.0373799473922445,0.0447344410720058,0.0372590479937057,16.477457535826368,454093.2824229622,0.0194892570052623,0.02347769863278859,0.0373194976929751
London,persistence_qi__c80__h1,2013-06,0.8,1.0,rolling_global_norm,,719798,0.8173404205068644,0.3330386183333307,0.7572859131709494,0.0468151195408305,0.0690155922515733,0.0375338753387533,16.475202524211305,454131.41277060425,-0.0358867972593502,0.01734042050686435,0.0421744974397919
London,persistence_qi__c80__h1,2013-06,0.8,1.0,rolling_group_norm,,719798,0.8173251384416184,0.3349185047658443,0.757758999691268,0.0471747391974871,0.0703295936405758,0.0419292005420053,16.475202524211305,454131.41277060425,-0.0358867972593502,0.017325138441618315,0.0445519698697462
London,persistence_qi__c80__h1,2013-06,0.8,1.0,rolling_user_norm,,719798,0.8164846248530838,0.3355746956633825,0.7538923379825446,0.0383416000956836,0.0514501113412731,0.0429623983739837,16.475202524211305,454131.41277060425,-0.0358867972593502,0.016484624853083774,0.04065199923483365
London,persistence_qi__c80__h1,2013-06,0.8,1.0,erw_global_norm,14.0,719798,0.8129239036507464,0.3269617844436205,0.75659550613767,0.0465692778141215,0.0721165739612386,0.0326642953929539,16.475202524211305,454131.41277060425,-0.0358867972593502,0.01292390365074636,0.0396167866035377
London,persistence_qi__c80__h1,2013-06,0.8,1.0,erw_group_norm,14.0,719798,0.8129725284038022,0.3268211869458549,0.7565827840750217,0.0466319165868933,0.0725641697949879,0.0324864498644985,16.475202524211305,454131.41277060425,-0.0358867972593502,0.012972528403802142,0.039559183225695904
London,persistence_qi__c80__h1,2013-06,0.8,1.0,erw_user_norm,14.0,719798,0.8094812711344016,0.3231101353456071,0.7508698228715699,0.0378165062157275,0.0606038545739368,0.0320376016260162,16.475202524211305,454131.41277060425,-0.0358867972593502,0.009481271134401559,0.03492705392087185
London,persistence_qi__c80__h1,2013-07,0.8,1.0,rolling_global_norm,,743871,0.8277658357430253,0.3175848388674572,0.6668287230511953,0.0595619886725939,0.082258082822937,0.051880081300813,16.474492204305264,454112.5572665912,-0.0619720216231447,0.02776583574302527,0.05572103498670345
London,persistence_qi__c80__h1,2013-07,0.8,1.0,rolling_group_norm,,743871,0.827935219950771,0.3150989981875953,0.6660150929603948,0.0594692693889301,0.0805940588146809,0.0427911093627064,16.474492204305264,454112.5572665912,-0.0619720216231447,0.027935219950770973,0.05113018937581825
London,persistence_qi__c80__h1,2013-07,0.8,1.0,rolling_user_norm,,743871,0.8251592009904943,0.3028716308846237,0.6556779204617393,0.0453789091696023,0.0537448613017175,0.0409470889063728,16.474492204305264,454112.5572665912,-0.0619720216231447,0.02515920099049429,0.04316299903798755
London,persistence_qi__c80__h1,2013-07,0.8,1.0,erw_global_norm,14.0,743871,0.8248768939775848,0.3140835358468212,0.666189120595956,0.059331307468023,0.0861436009163313,0.0490935615001311,16.474492204305264,454112.5572665912,-0.0619720216231447,0.024876893977584746,0.054212434484077046
London,persistence_qi__c80__h1,2013-07,0.8,1.0,erw_group_norm,14.0,743871,0.8249642747196758,0.3097395190104511,0.6649860900032037,0.0595416992821731,0.0846847312155197,0.0310631392604248,16.474492204305264,454112.5572665912,-0.0619720216231447,0.024964274719675772,0.04530241927129895
London,persistence_qi__c80__h1,2013-07,0.8,1.0,erw_user_norm,14.0,743871,0.8216881690508167,0.2946784214191281,0.6534492503450601,0.043228623659124,0.0533976229119513,0.0272685549436139,16.474492204305264,454112.5572665912,-0.0619720216231447,0.021688169050816608,0.03524858930136895
London,persistence_qi__c80__h1,2013-08,0.8,1.0,rolling_global_norm,,743970,0.8098659892199954,0.2987669245230511,0.660442228660825,0.0595820443574126,0.0991344998124696,0.0328142416890695,16.47457465421572,454128.0111259274,-0.1087894308266812,0.009865989219995375,0.046198143023241045
London,persistence_qi__c80__h1,2013-08,0.8,1.0,rolling_group_norm,,743970,0.8094694678548866,0.2963153630506652,0.6601768814664947,0.0608759135715042,0.1020050797204454,0.0118234508061263,16.47457465421572,454128.0111259274,-0.1087894308266812,0.00946946785488656,0.03634968218881525
London,persistence_qi__c80__h1,2013-08,0.8,1.0,rolling_user_norm,,743970,0.807894135516217,0.2688767214258467,0.64652711999849,0.035119491412973,0.0506152817396479,0.0117206588175757,16.47457465421572,454128.0111259274,-0.1087894308266812,0.007894135516216982,0.02342007511527435
London,persistence_qi__c80__h1,2013-08,0.8,1.0,erw_global_norm,14.0,743970,0.8031278142935872,0.291108778632434,0.6596145310908446,0.0605139420944893,0.1035814267204825,0.0223723034555111,16.47457465421572,454128.0111259274,-0.1087894308266812,0.0031278142935871056,0.0414431227750002
London,persistence_qi__c80__h1,2013-08,0.8,1.0,erw_group_norm,14.0,743970,0.8030901783674073,0.2888682083036235,0.6595598875839394,0.061725146931511,0.1069247315001803,0.0060908206754224,16.47457465421572,454128.0111259274,-0.1087894308266812,0.0030901783674072147,0.0339079838034667
London,persistence_qi__c80__h1,2013-08,0.8,1.0,erw_user_norm,14.0,743970,0.7999247281476404,0.256766393737385,0.644506736259499,0.0346835955595119,0.0508738841655918,0.0033866006689385,16.47457465421572,454128.0111259274,-0.1087894308266812,7.527185235967071e-05,0.0190350981142252
London,persistence_qi__c80__h1,2013-09,0.8,1.0,rolling_global_norm,,719894,0.7717705662222494,0.2872173594001199,0.7646049621633817,0.060316077291107,0.1081289424224024,0.0430718954248366,16.47424968251318,454181.36776626576,-0.1094207586558109,0.028229433777750668,0.0516939863579718
London,persistence_qi__c80__h1,2013-09,0.8,1.0,rolling_group_norm,,719894,0.7723164799262113,0.2853683085507453,0.7649021216302698,0.0599336701076101,0.1089461214680623,0.0360317917605789,16.47424968251318,454181.36776626576,-0.1094207586558109,0.027683520073788714,0.0479827309340945
London,persistence_qi__c80__h1,2013-09,0.8,1.0,rolling_user_norm,,719894,0.7652737764170836,0.2484230324127508,0.761837705912976,0.0531385103890005,0.0680666886969819,0.0466572895659984,16.47424968251318,454181.36776626576,-0.1094207586558109,0.03472622358291644,0.04989789997749945
London,persistence_qi__c80__h1,2013-09,0.8,1.0,erw_global_norm,14.0,719894,0.7751016121817934,0.2907920565991417,0.7642989734869959,0.0587298851739277,0.1058800067142725,0.039750816993464,16.47424968251318,454181.36776626576,-0.1094207586558109,0.024898387818206635,0.04924035108369585
London,persistence_qi__c80__h1,2013-09,0.8,1.0,erw_group_norm,14.0,719894,0.7756211331112636,0.2885260445617519,0.7646296042313813,0.058421152297552,0.107189955051377,0.0343371350133031,16.47424968251318,454181.36776626576,-0.1094207586558109,0.024378866888736472,0.04637914365542755
London,persistence_qi__c80__h1,2013-09,0.8,1.0,erw_user_norm,14.0,719894,0.7687215062217493,0.2518032398074373,0.7616902624960917,0.0503949769493266,0.0678598186066577,0.0431069836804555,16.47424968251318,454181.36776626576,-0.1094207586558109,0.03127849377825076,0.04675098031489105
London,persistence_qi__c80__h1,2013-10,0.8,1.0,rolling_global_norm,,743789,0.7700934001443958,0.3068794304282577,0.8357115122797074,0.0548831496244839,0.0937010775593548,0.0446458511277719,16.475335257666952,454151.106037536,-0.055930929786789,0.029906599855604288,0.049764500376127896
