dataset,forecaster_key,window,window_order,scenario,comparison,target,base,delta_picp,delta_mpiw,delta_winkler_interval_score,delta_macro_user_abs_coverage_gap,delta_max_abs_cluster_coverage_gap,delta_joint_loss,relative_mpiw_change,relative_winkler_interval_score_change
UCI Electricity,lgbm,2014-06,5,O,aci_segment_vs_static_segment,aci_segment,static_segment,-0.002987613131630318,-1.7353553284306145,-0.5452789220731802,0.0005436844101657026,-0.011603049502910301,-0.005529682546372299,-0.0034595107393449206,-0.0008901210507717142
UCI Electricity,lgbm,2014-07,6,O,aci_segment_vs_static_segment,aci_segment,static_segment,-0.001726771470183075,-2.124056758624988,-0.7100253831318923,-0.0003528534158499935,-0.005070062624783701,-0.002711458020316849,-0.0037824014040010357,-0.0010545021945642917
UCI Electricity,lgbm,2014-08,7,O,aci_segment_vs_static_segment,aci_segment,static_segment,-0.00420444184825719,-1.5931437754023818,-0.13585664007746345,0.00035581359551319774,-0.0089103235132844,-0.0042772549588856006,-0.002813767031118078,-0.00019151378315339598
UCI Electricity,lgbm,2014-09,8,O,aci_segment_vs_static_segment,aci_segment,static_segment,-0.004843400128069719,0.36212509710719587,0.09885502053293749,-0.001077172188482703,-0.0076955563599876,-0.004386364274235152,0.000668381479933777,0.0001523444610020061
UCI Electricity,lgbm,2014-10,9,O,aci_segment_vs_static_segment,aci_segment,static_segment,0.008606229007392496,5.917260844231805,-0.7619847781573981,-0.0029361035352439002,-0.020507189912871,-0.011721646724057448,0.013833025627449643,-0.0012444418105295835
UCI Electricity,lgbm,2014-11,10,O,aci_segment_vs_static_segment,aci_segment,static_segment,-0.008131813899232787,-1.7124152834188635,-0.30963222504362875,-0.0009191243948298011,-0.0103969307391107,-0.0056580275669702515,-0.004868100534659544,-0.0006904138931916124
UCI Electricity,lgbm,2014-12,11,O,aci_segment_vs_static_segment,aci_segment,static_segment,0.008313171220738713,3.5956852525714,0.8891213625966543,-0.0018157742053891979,-0.0110257136785436,-0.006420743941966397,0.010429438959353584,0.0021027981995625955
London,persistence,2013-03,0,O,aci_segment_vs_static_segment,aci_segment,static_segment,-0.005321651419062268,-0.009281109286734979,-4.9114286693852094e-05,4.4055484936800227e-05,-0.006933902593295399,-0.0034449235541792987,-0.021405355122493197,-4.7272627991594576e-05
London,persistence,2013-04,1,O,aci_segment_vs_static_segment,aci_segment,static_segment,-0.01951830761686324,-0.047952539280556206,-0.006139871531290808,-0.005181640506245103,-0.028000575934411298,-0.0165911082203282,-0.11289304560363916,-0.006630120918152069
London,persistence,2013-05,2,O,aci_segment_vs_static_segment,aci_segment,static_segment,-0.027529730899568894,-0.058931507839973085,-0.008254933659637254,-0.007187998954301195,-0.0459775767112509,-0.026582787832776043,-0.15131082429673237,-0.01004915461918221
London,persistence,2013-06,3,O,aci_segment_vs_static_segment,aci_segment,static_segment,-0.014433215985595993,-0.0233733240137865,-0.002552791811915256,0.00036544151633329663,-0.033570460704607,-0.016602509594136852,-0.06978809376366882,-0.00336887033074544
London,persistence,2013-07,4,O,aci_segment_vs_static_segment,aci_segment,static_segment,-0.02456474308045342,-0.027081115956052504,-0.0033873341458853234,0.0013600893449117954,-0.0364050616312614,-0.017522486143174802,-0.08594478596193336,-0.005085972047313279
London,persistence,2013-08,5,O,aci_segment_vs_static_segment,aci_segment,static_segment,-0.009156283183461733,-0.01029215176883247,-0.000936568149490391,0.0009814808279866999,-0.010244865795307501,-0.004631692483660396,-0.03473377709097276,-0.0014186624460552604
London,persistence,2013-09,6,O,aci_segment_vs_static_segment,aci_segment,static_segment,0.02291448463245982,0.02354253264149969,-0.0017518212403571098,-0.010767458750703701,-0.029919164873154998,-0.020343311811929346,0.08249876365410516,-0.002290255433758473
London,persistence,2013-10,7,O,aci_segment_vs_static_segment,aci_segment,static_segment,0.024935835297375974,0.027292292807578833,-0.0022581512493982103,-0.011228777452472798,-0.028987690361199303,-0.020108233906836054,0.09039332749171498,-0.002700177921169033
London,persistence,2013-11,8,O,aci_segment_vs_static_segment,aci_segment,static_segment,0.028860955048374826,0.05811253519935766,-0.008673488677789165,-0.012775142941720101,-0.0624857082362906,-0.037630425589005354,0.17745946363283038,-0.008845167425362217
London,persistence,2013-12,9,O,aci_segment_vs_static_segment,aci_segment,static_segment,0.009810010862667862,0.024464703139643384,-0.0013970371273783755,-0.002264582997409205,-0.0181465379098886,-0.010205560453648899,0.06678145499432836,-0.0014100357684348782
London,persistence,2014-01,10,O,aci_segment_vs_static_segment,aci_segment,static_segment,0.001012417917511499,0.006627037694347693,-5.772561198602588e-05,-0.00038020140760610527,-0.007331149586648,-0.0038556754971270507,0.016681835956776372,-5.7179761954414795e-05
Ausgrid,persistence,2012-07,0,O,aci_segment_vs_static_segment,aci_segment,static_segment,0.013542003811989778,0.04860395426104547,-0.0023509539395063506,-0.0028486532168160023,-0.0180758785057089,-0.010462265861262449,0.07786161993783244,-0.001512569003665955
Ausgrid,persistence,2012-08,1,O,aci_segment_vs_static_segment,aci_segment,static_segment,-0.01464109756536125,-0.04595114075298812,-0.0075945469998557336,-0.0024723990362139,-0.0183513563049853,-0.0104118776705996,-0.06682190737016584,-0.005326223005601694
Ausgrid,persistence,2012-09,2,O,aci_segment_vs_static_segment,aci_segment,static_segment,-0.05204384986993682,-0.1542902263580324,-0.037936026636042675,-0.027225009290226705,-0.06734817570030201,-0.04728659249526436,-0.2404850450873631,-0.03621789980449351
Ausgrid,persistence,2012-10,3,O,aci_segment_vs_static_segment,aci_segment,static_segment,-0.03190293810910916,-0.0721467553570519,-0.009786581563748453,-0.012013162153414594,-0.038583582751357995,-0.025298372452386295,-0.1399785467624329,-0.010471343302784365
Ausgrid,persistence,2012-11,4,O,aci_segment_vs_static_segment,aci_segment,static_segment,-0.009510869565217406,-0.01701991941723341,-0.0004638527243833179,0.000647993311036904,-0.0115033225294179,-0.005427664609190495,-0.03907101185439394,-0.0005036832324847757
Ausgrid,persistence,2012-12,5,O,aci_segment_vs_static_segment,aci_segment,static_segment,-0.009111914266191956,-0.011174440334908886,-0.0006843803157214889,0.0010806631423741983,-0.0141187983399358,-0.006519067598780803,-0.026306261390686727,-0.0007259393270065563
Ausgrid,persistence,2013-01,6,O,aci_segment_vs_static_segment,aci_segment,static_segment,0.003259071456827356,0.00798549171801538,-0.0002045758161137723,-0.0005277448124572995,-0.0061250235804565,-0.003326384196456901,0.019295124882868296,-0.00019654168762993005
Ausgrid,persistence,2013-02,7,O,aci_segment_vs_static_segment,aci_segment,static_segment,-0.0025879917184264967,-0.005767595786875912,-7.246463751209298e-05,0.00020604395604400388,-0.006297275082034801,-0.0030456155629953983,-0.01382083884520324,-7.689357474757777e-05
Ausgrid,persistence,2013-03,8,O,aci_segment_vs_static_segment,aci_segment,static_segment,-0.002025119574208034,-0.0032004648539830094,2.9733964376221778e-06,0.00021262631711439772,-0.0046209923942309005,-0.0022041830385582523,-0.007651731674961487,3.1665795176607204e-06
Ausgrid,persistence,2013-04,9,O,aci_segment_vs_static_segment,aci_segment,static_segment,0.01061872909698991,0.015566166264728398,-0.0008088733557120031,-0.002680230397621698,-0.0169902146464645,-0.009835222522043094,0.037786691030479,-0.0008729077406387842
Ausgrid,persistence,2013-05,10,O,aci_segment_vs_static_segment,aci_segment,static_segment,0.03365159851835875,0.07325637244413641,-0.010936117968263437,-0.0165192217786888,-0.0423081622678398,-0.029413692023264302,0.17365453762362873,-0.009337586465511494
Ausgrid,persistence,2013-06,11,O,aci_segment_vs_static_segment,aci_segment,static_segment,0.04722454477889271,0.13909343104295774,-0.02710637053745324,-0.02521135265700479,-0.056668244949495,-0.040939798803249904,0.2948949455682573,-0.018078402107916287
UCI Electricity,persistence,2014-01,0,O,aci_segment_vs_static_segment,aci_segment,static_segment,-0.002092990256361671,-1.7445853475107924,-0.08636658806256037,0.0007532399962160985,-0.0079457578435703,-0.0035962589236771016,-0.008198974003812467,-0.0002268882459014649
UCI Electricity,persistence,2014-02,1,O,aci_segment_vs_static_segment,aci_segment,static_segment,0.0015721006144392424,0.8972509022123631,-0.5049338830532406,0.0001320084485406936,-0.0013778659611992003,-0.0006229287563292545,0.0042008609482612255,-0.0013828936538068481
UCI Electricity,persistence,2014-03,2,O,aci_segment_vs_static_segment,aci_segment,static_segment,-0.011475971998864853,-9.725186343794888,0.16485534496518994,0.0006684955696402012,-0.013482912029176999,-0.0064072082297684,-0.04520463338416694,0.00044494548085697645
UCI Electricity,persistence,2014-04,3,O,aci_segment_vs_static_segment,aci_segment,static_segment,-0.00909090909090915,0.7546466780383696,-0.6970005258985452,-0.0012707722385141978,-0.0124619482496195,-0.006866360244066852,0.003634489120047047,-0.001705264292345602
UCI Electricity,persistence,2014-05,4,O,aci_segment_vs_static_segment,aci_segment,static_segment,0.0014485384542616275,12.788715489553653,-4.733768757196174,-0.0009093274051650974,-0.0162917374080363,-0.008600532406600699,0.06206162839577146,-0.010380441452366242
UCI Electricity,persistence,2014-06,5,O,aci_segment_vs_static_segment,aci_segment,static_segment,0.007440330726620981,16.599845570323282,-3.814756423427866,-0.0011496008471814992,-0.0200877192982457,-0.010618660072713601,0.07695902084438558,-0.007468424224343448
UCI Electricity,persistence,2014-07,6,O,aci_segment_vs_static_segment,aci_segment,static_segment,0.01420947245609061,19.259542541772333,-6.831273502876229,-0.002860814177151297,-0.0182154181299471,-0.010538116153549194,0.08482269330843537,-0.011919120066313519
UCI Electricity,persistence,2014-08,7,O,aci_segment_vs_static_segment,aci_segment,static_segment,-0.002893135307287187,4.130603074100179,-1.446145713086139,-0.0003539557910004973,-0.011549183592194399,-0.00595156969159745,0.016960452922679625,-0.0024565164076363745
UCI Electricity,persistence,2014-09,8,O,aci_segment_vs_static_segment,aci_segment,static_segment,-0.008111355490387773,-11.606723569180105,0.9790080102527554,-0.0023989898989899006,-0.0117909356725147,-0.0070949627857523,-0.046276666579217224,0.0017529317530886545
UCI Electricity,persistence,2014-10,9,O,aci_segment_vs_static_segment,aci_segment,static_segment,-0.01161294264181889,-16.86289078484458,2.955895838766253,-0.002540164916595797,-0.018364459535936697,-0.010452312226266247,-0.06970714455799705,0.005851119998845653
UCI Electricity,persistence,2014-11,10,O,aci_segment_vs_static_segment,aci_segment,static_segment,-0.013809465623981776,-18.264562567158237,0.1167211342968244,0.0008268165526231011,-0.0225950292397661,-0.010884106343571502,-0.08062261317883604,0.00029470313090505817
UCI Electricity,persistence,2014-12,11,O,aci_segment_vs_static_segment,aci_segment,static_segment,0.00019412386087724887,0.7601924030347504,-0.4289176786903681,-0.0004042112067605963,-0.010827871065940001,-0.005616041136350298,0.0035797609592199122,-0.0011515379725188693
London,lgbm,2013-03,0,O,aci_user_vs_static_user,aci_user,static_user,0.005874341002200967,0.0031528554882070403,-0.00221136124429433,-0.0211892202476148,-0.0139768388904487,-0.01758302956903175,0.00827658082200025,-0.0033711761495100003
London,lgbm,2013-04,1,O,aci_user_vs_static_user,aci_user,static_user,0.005795538408297718,0.000457113721388569,-0.002831389115164895,-0.026579434423831004,-0.0041555636689635,-0.015367499046397254,0.0013967425023631518,-0.005089108741068288
London,lgbm,2013-05,2,O,aci_user_vs_static_user,aci_user,static_user,0.01179848182288834,0.0007863784198055002,-0.0026436534993070637,-0.0345792387575455,-0.0135849911053613,-0.0240821149314534,0.0028323792876083537,-0.005415766465339398
London,lgbm,2013-06,3,O,aci_user_vs_static_user,aci_user,static_user,0.003341310021566235,0.00019910764635561184,-0.000701268458769222,-0.0231202657281105,-0.0079726588021377,-0.015546462265124102,0.0007731089458352156,-0.001559415818875026
London,lgbm,2013-07,4,O,aci_user_vs_static_user,aci_user,static_user,-0.010114961697366143,-0.003802494620680885,-0.0014817144428895257,-0.031115652633808402,-0.0138259974667512,-0.0224708250502798,-0.01606848659322121,-0.0037156766574162644
London,lgbm,2013-08,5,O,aci_user_vs_static_user,aci_user,static_user,0.0001344338988519267,-0.0007151413488782066,-0.0008005641967759325,-0.0247238040935889,-0.0030690011113264997,-0.0138964026024577,-0.003095541273274675,-0.002031887061250603
London,lgbm,2013-09,6,O,aci_user_vs_static_user,aci_user,static_user,0.01716070810676351,0.003974949931763727,-0.0011381595245122944,-0.0297546756844403,-0.017478497544617,-0.023616586614528652,0.015333910092963922,-0.002476056600720427
London,lgbm,2013-10,7,O,aci_user_vs_static_user,aci_user,static_user,0.008798080027551225,0.0017448698450083788,-0.000895108270554168,-0.0232392671958381,-0.0119554546487632,-0.01759736092230065,0.0060069977625465286,-0.0017733332436496011
London,lgbm,2013-11,8,O,aci_user_vs_static_user,aci_user,static_user,0.011388793093858096,0.003714411488893954,-0.0016267088239981797,-0.0265557778400656,-0.0228685139696573,-0.024712145904861448,0.01058695371152656,-0.0026619261138350787
London,lgbm,2013-12,9,O,aci_user_vs_static_user,aci_user,static_user,0.00430886040529932,0.0014500302889293715,-0.0023738571315493617,-0.0251013978492291,-0.0041597070286722,-0.014630552438950652,0.003924114716891245,-0.0038256775452149123
London,lgbm,2014-01,10,O,aci_user_vs_static_user,aci_user,static_user,0.002038770278362745,-0.0012076078672690338,-0.002252114924851889,-0.0247365897563408,-0.00038136600632369955,-0.01255897788133225,-0.0032679524147168743,-0.0036266661303850822
Ausgrid,lgbm,2012-07,0,O,aci_user_vs_static_user,aci_user,static_user,0.007819523860898348,0.0030004811867150316,-0.0013329552307458359,-0.0221189808321646,-0.0114323680351905,-0.01677567443367755,0.005028198211476702,-0.0013523521881805376
Ausgrid,lgbm,2012-08,1,O,aci_user_vs_static_user,aci_user,static_user,-0.005043694033876389,-0.002402473932243576,-0.0016428822976392032,-0.020209839249109997,-0.008224890029325601,-0.014217364639217802,-0.004279579178913097,-0.0018322446150989841
Ausgrid,lgbm,2012-09,2,O,aci_user_vs_static_user,aci_user,static_user,-0.01061872909698991,-0.004250422091037875,-0.002081259496937493,-0.029138795986621998,-0.022348484848484798,-0.025743640417553396,-0.010151833049589764,-0.0032340967889842045
Ausgrid,lgbm,2012-10,3,O,aci_user_vs_static_user,aci_user,static_user,0.006133797245297945,0.001565185169477068,-0.0010857328981906944,-0.0221639335419139,-0.0047028681813144,-0.013433400861614148,0.004177702405374826,-0.0018014876693600776
Ausgrid,lgbm,2012-11,4,O,aci_user_vs_static_user,aci_user,static_user,0.007169732441471566,0.001032366452857425,-0.0008645843325953972,-0.0201714046822742,-0.0088598429470141,-0.01451562381464415,0.0028201638051844847,-0.0014252181501508757
Ausgrid,lgbm,2012-12,5,O,aci_user_vs_static_user,aci_user,static_user,0.0007439673463516261,-0.0004442776811984239,-0.0011018074056498017,-0.0206813931743806,-0.0043634612671444,-0.012522427220762501,-0.0011101550425868833,-0.0016724706041668638
Ausgrid,lgbm,2013-01,6,O,aci_user_vs_static_user,aci_user,static_user,0.006590067249253817,0.0016494651946741268,-0.0011547595463137217,-0.0232765131082101,-0.0094980255621874,-0.01638726933519875,0.003697930073014451,-0.0014881597895354155
Ausgrid,lgbm,2013-02,7,O,aci_user_vs_static_user,aci_user,static_user,0.000890866379996802,-0.0011971061615442813,-0.0008355428481007232,-0.024429646440516,-0.0021623364756590004,-0.013295991458087502,-0.003128017221224566,-0.00132957941797899
Ausgrid,lgbm,2013-03,8,O,aci_user_vs_static_user,aci_user,static_user,-0.003620940770309611,-0.0014613818694160785,-0.0007782411739918338,-0.0201608407954831,-0.0067342866644496,-0.01344756372996635,-0.003848598886252718,-0.001250111328975354
Ausgrid,lgbm,2013-04,9,O,aci_user_vs_static_user,aci_user,static_user,0.008972036417688622,0.0024379975375212193,-0.0014311197690652921,-0.0241197510219249,-0.0126809901328349,-0.0184003705773799,0.0065733899920564,-0.0023969127822851266
Ausgrid,lgbm,2013-05,10,O,aci_user_vs_static_user,aci_user,static_user,0.015468227424749181,0.004259391403303503,-0.0012269655943361046,-0.0261148272017837,-0.0151996194485594,-0.020657223325171552,0.009613220560206867,-0.0016744628999939884
Ausgrid,lgbm,2013-06,11,O,aci_user_vs_static_user,aci_user,static_user,0.013440635451504979,0.005523117222486329,-0.0013465069059750423,-0.0243938127090301,-0.014391417395605599,-0.019392615052317846,0.009788569092793485,-0.001422287043831995
UCI Electricity,lgbm,2014-01,0,O,aci_user_vs_static_user,aci_user,static_user,-0.005423049142929237,-14.074124820550423,-6.352863582450539,-0.0217289027995406,-0.005844673745077602,-0.0137867882723091,-0.04231914547656343,-0.01562364853219783
UCI Electricity,lgbm,2014-02,1,O,aci_user_vs_static_user,aci_user,static_user,-0.007245062518847378,-3.3066981460615352,-2.0891878464948945,-0.0206063082631517,-0.004374344538279,-0.012490326400715348,-0.010591519755356259,-0.005432883435558893
UCI Electricity,lgbm,2014-03,2,O,aci_user_vs_static_user,aci_user,static_user,0.0074103164234714525,10.252799053991339,-3.038309898093246,-0.026225218362586403,-0.0064382742225255,-0.01633174629255595,0.03377149318422946,-0.0076350469859738585
UCI Electricity,lgbm,2014-04,3,O,aci_user_vs_static_user,aci_user,static_user,0.007991100379722615,22.49769854252571,-25.97466957606406,-0.027686098727868196,-4.173873036650115e-05,-0.01386391872911735,0.06782504133582548,-0.05226633108327496
UCI Electricity,lgbm,2014-05,4,O,aci_user_vs_static_user,aci_user,static_user,0.0059213460528964035,-22.751895260515084,-9.113352240872132,-0.0237033426348757,-0.0002654916204208012,-0.011984417127648252,-0.050763404444299186,-0.017593160460786746
UCI Electricity,lgbm,2014-06,5,O,aci_user_vs_static_user,aci_user,static_user,-0.0007973766105580093,-8.539551016389964,-5.49744744685313,-0.0212114414366646,0.0016483799515787986,-0.009781530742542902,-0.017869784095096625,-0.009146536628415098
UCI Electricity,lgbm,2014-07,6,O,aci_user_vs_static_user,aci_user,static_user,-0.0009077884300391359,-4.639375166157265,-4.220105010638008,-0.0229224472397312,0.0010266056947363005,-0.010947920772497448,-0.008861217467431657,-0.006374978749985312
UCI Electricity,lgbm,2014-08,7,O,aci_user_vs_static_user,aci_user,static_user,-0.003944932764452624,14.421287705855093,-9.917268877026913,-0.0210456933332807,-0.0057823637904391,-0.013414028561859897,0.027390905772804317,-0.014051935422055432
UCI Electricity,lgbm,2014-09,8,O,aci_user_vs_static_user,aci_user,static_user,-0.0036259222853507467,-7.746258909623805,-6.660116277210477,-0.023189180150012898,-0.0060655231030753,-0.014627351626544098,-0.015295327012334586,-0.01046898963456675
UCI Electricity,lgbm,2014-10,9,O,aci_user_vs_static_user,aci_user,static_user,0.009470601469038442,53.77774529843657,-37.28491341329607,-0.028738608241929503,-0.0201341172581522,-0.024436362750040852,0.13804757819293476,-0.05984831093028235
UCI Electricity,lgbm,2014-11,10,O,aci_user_vs_static_user,aci_user,static_user,-0.004675155702568268,12.186292800987871,-12.0599485372515,-0.0296136700125215,0.0006310204502137998,-0.014491324781153852,0.036954377741969156,-0.02670414035702286
UCI Electricity,lgbm,2014-12,11,O,aci_user_vs_static_user,aci_user,static_user,0.00936403500116434,-3.8351625094807673,-13.893793063388614,-0.031775752576343005,-0.0005606584128934992,-0.01616820549461825,-0.011464295793610413,-0.03284845182840552
London,persistence,2013-03,0,O,aci_user_vs_static_user,aci_user,static_user,-0.0036172174712545413,-0.0036643189148098387,-0.010031432814648467,-0.021650335190970902,-0.0035261117219539005,-0.012588223456462402,-0.008210975417926411,-0.0097702961936969
London,persistence,2013-04,1,O,aci_user_vs_static_user,aci_user,static_user,-0.014722777517688135,-0.04992117811006702,-0.0206858337317658,-0.028599761484035195,-0.017591408413724197,-0.0230955849488797,-0.11376337782855174,-0.022363230752849402
London,persistence,2013-05,2,O,aci_user_vs_static_user,aci_user,static_user,-0.022186435961786377,-0.0670861145494312,-0.025578649612106763,-0.0347692821429172,-0.0361509965906111,-0.03546013936676415,-0.1668369612073626,-0.030998952074670086
London,persistence,2013-06,3,O,aci_user_vs_static_user,aci_user,static_user,-0.01124065362782345,-0.03268921557989091,-0.016690612671185545,-0.029588651436446203,-0.031419376693767,-0.030504014065106597,-0.09741263570326443,-0.022139252291448537
London,persistence,2013-07,4,O,aci_user_vs_static_user,aci_user,static_user,-0.018862141419681677,-0.03866332144535872,-0.017402554997544728,-0.036030499389211296,-0.031053304484657703,-0.0335419019369345,-0.12765580365659,-0.026541316177445106
London,persistence,2013-08,5,O,aci_user_vs_static_user,aci_user,static_user,-0.003945051547777467,-0.012968622680052666,-0.01419560039450607,-0.0262301966595678,-0.0058591433473815,-0.01604467000347465,-0.04823259749404998,-0.02195669749250306
London,persistence,2013-09,6,O,aci_user_vs_static_user,aci_user,static_user,0.031472689034774626,0.04809370163790491,-0.019061620745791208,-0.044543685902955696,-0.0413665712010033,-0.0429551285519795,0.19359598492461044,-0.025020579314787288
London,persistence,2013-10,7,O,aci_user_vs_static_user,aci_user,static_user,0.031687750154949845,0.054373523353266395,-0.016546536481353846,-0.03974010296912,-0.034825585207527494,-0.03728284408832375,0.19694779675178836,-0.019892815407888984
London,persistence,2013-11,8,O,aci_user_vs_static_user,aci_user,static_user,0.03479874853430687,0.07597173739042823,-0.02588938195425816,-0.043554116258637504,-0.0725894558543298,-0.05807178605648365,0.23493287523487022,-0.026502089496054676
London,persistence,2013-12,9,O,aci_user_vs_static_user,aci_user,static_user,0.014306994052420419,0.036072378293589835,-0.020255766033786204,-0.026842052900538302,-0.013338906921084599,-0.02009047991081145,0.09595080602749409,-0.020651044390941828
London,persistence,2014-01,10,O,aci_user_vs_static_user,aci_user,static_user,0.0018406376216111298,0.010924197483143883,-0.01122965528786457,-0.0230137271593746,-0.0041290679739221,-0.01357139756664835,0.026418656987180288,-0.011319866994706336
Ausgrid,persistence,2012-07,0,O,aci_user_vs_static_user,aci_user,static_user,0.01875651814291357,0.06250797764869798,-0.026937942815786764,-0.032170406732117796,-0.0227801795809778,-0.0274752931565478,0.09754728967920134,-0.01754726021302011
Ausgrid,persistence,2012-08,1,O,aci_user_vs_static_user,aci_user,static_user,-0.007943143812708997,-0.04633493683849288,-0.03242965095397432,-0.0319110295968642,-0.0100042766373411,-0.020957653117102647,-0.06487803391143199,-0.022862976872103227
Ausgrid,persistence,2012-09,2,O,aci_user_vs_static_user,aci_user,static_user,-0.04242614269788181,-0.167452737804072,-0.07225213520015328,-0.05746701969528059,-0.052462772050400897,-0.054964895872840744,-0.2541900234229981,-0.06812415693292101
Ausgrid,persistence,2012-10,3,O,aci_user_vs_static_user,aci_user,static_user,-0.024247491638795915,-0.07517990089803644,-0.02892259903655059,-0.0430359262056317,-0.032119498946901706,-0.0375777125762667,-0.14537315969203868,-0.030804276313271015
Ausgrid,persistence,2012-11,4,O,aci_user_vs_static_user,aci_user,static_user,-0.0024201040505388294,-0.01494943372328339,-0.014487389121913163,-0.0294593088071349,-0.0027899610136453003,-0.016124634910390102,-0.03495147068266241,-0.015757794451730325
Ausgrid,persistence,2012-12,5,O,aci_user_vs_static_user,aci_user,static_user,-0.004477289891034686,-0.006865096436132978,-0.01706314253024943,-0.027877872478152998,-0.009143322014714298,-0.018510597246433648,-0.01650191893811556,-0.018249283535585643
Ausgrid,persistence,2013-01,6,O,aci_user_vs_static_user,aci_user,static_user,0.006304617542345459,0.01630457751526687,-0.013360921978512685,-0.028740514978242898,-0.008333163165090501,-0.0185368390716667,0.04044324015936831,-0.01299880881309282
Ausgrid,persistence,2013-02,7,O,aci_user_vs_static_user,aci_user,static_user,0.002816929447364225,0.003052773125969188,-0.012363585426979462,-0.030554228380315296,-0.0044702129914758,-0.017512220685895547,0.0074596984349500715,-0.01324505298285594
Ausgrid,persistence,2013-03,8,O,aci_user_vs_static_user,aci_user,static_user,0.0007731866076887695,0.0004630443154147734,-0.012415691988484023,-0.0267441651382746,0.0007747862311172,-0.012984689453578701,0.001118864050322155,-0.01339478083881266
Ausgrid,persistence,2013-04,9,O,aci_user_vs_static_user,aci_user,static_user,0.016264864362690368,0.0181814955421416,-0.021943734474755394,-0.0372375510962467,-0.0274604598617757,-0.032349005479011206,0.044567824018549945,-0.0236447843655287
Ausgrid,persistence,2013-05,10,O,aci_user_vs_static_user,aci_user,static_user,0.038796436149171165,0.09647393622205641,-0.04129984585666091,-0.050821286007120596,-0.0473943059628543,-0.04910779598498745,0.23316708551225793,-0.03533478828923934
Ausgrid,persistence,2013-06,11,O,aci_user_vs_static_user,aci_user,static_user,0.051537532515793405,0.1728150904863225,-0.06021451694515645,-0.0596525455221107,-0.06185290404040401,-0.06075272478125736,0.36351613966166024,-0.040675428678414345
UCI Electricity,persistence,2014-01,0,O,aci_user_vs_static_user,aci_user,static_user,-0.004961490555923431,-3.6733220289712847,-2.5489242176435027,-0.0194019408444486,-0.017560234966149002,-0.0184810879052988,-0.01732595539597317,-0.006811518161155787
UCI Electricity,persistence,2014-02,1,O,aci_user_vs_static_user,aci_user,static_user,-0.0015644637620444435,-8.470810898634937,-2.9312630834769493,-0.017587452869710897,-0.014481371252204597,-0.016034412060957747,-0.040211047230794966,-0.008233623199333571
UCI Electricity,persistence,2014-03,2,O,aci_user_vs_static_user,aci_user,static_user,-0.015050018919685937,-8.983608849962621,-2.4345330612958946,-0.0243553511178381,-0.0345728793309437,-0.029464115224390904,-0.043277028576073844,-0.006684793747580619
UCI Electricity,persistence,2014-04,3,O,aci_user_vs_static_user,aci_user,static_user,-0.010810728250244428,22.62284964401104,-9.973564033239313,-0.029363188334962497,-0.0241898148148149,-0.0267765015748887,0.11358001380414538,-0.02464050162106386
UCI Electricity,persistence,2014-05,4,O,aci_user_vs_static_user,aci_user,static_user,0.0004404739381326239,22.377099664413038,-5.409672144571402,-0.0264475530539527,-0.0123830147351654,-0.01941528389455905,0.10465792201834888,-0.012240238003724199
UCI Electricity,persistence,2014-06,5,O,aci_user_vs_static_user,aci_user,static_user,0.0060911534701857395,9.068993916698844,-2.8927154529833388,-0.0227659661127403,-0.009116850768897702,-0.015941408440819003,0.03873176417023298,-0.005835333833866994
UCI Electricity,persistence,2014-07,6,O,aci_user_vs_static_user,aci_user,static_user,0.012735313593794317,27.76082443945043,-5.472577619589515,-0.0249530949452905,-0.012154546312016798,-0.01855382062865365,0.11418186392690798,-0.009840874049105096
UCI Electricity,persistence,2014-08,7,O,aci_user_vs_static_user,aci_user,static_user,-0.0024595591713176823,15.936334130043178,-2.7702801691790455,-0.0228258127581749,-0.018219832735961797,-0.020522822747068344,0.06075370526399785,-0.004829668329035728
UCI Electricity,persistence,2014-09,8,O,aci_user_vs_static_user,aci_user,static_user,-0.008206052460084656,-14.68214461499906,-3.8935133132853252,-0.0213434750733138,-0.0028420781893003996,-0.012092776631307098,-0.051999706392731423,-0.007097416216387174
UCI Electricity,persistence,2014-10,9,O,aci_user_vs_static_user,aci_user,static_user,-0.006806159934411693,-22.329887739168413,-4.597968643279614,-0.0280533613975341,-0.0026349850133098006,-0.015344173205421948,-0.08249779735564383,-0.009274012929663577
UCI Electricity,persistence,2014-11,10,O,aci_user_vs_static_user,aci_user,static_user,-0.007719330400781987,-43.222061706724986,-11.135689862173649,-0.031963791137178205,-0.0094650205761318,-0.020714405856655,-0.17320916380260795,-0.02838732926438942
UCI Electricity,persistence,2014-12,11,O,aci_user_vs_static_user,aci_user,static_user,0.00521375303503302,-15.692783750952515,-5.190342227389806,-0.0301912859079873,-0.0055754679410593005,-0.0178833769245233,-0.07154040755216018,-0.014135422166191913
London,persistence,2013-03,0,M,csgr_vs_static_best_fixed,csgr,static_best_fixed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London,persistence,2013-04,1,M,csgr_vs_static_best_fixed,csgr,static_best_fixed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London,persistence,2013-05,2,M,csgr_vs_static_best_fixed,csgr,static_best_fixed,0.0024935376376319374,-0.029556555213021918,-0.007725806501745702,0.0016996586247843004,-0.015823505473012596,-0.007061923424114151,-0.07350441874025657,-0.009362961263304315
