dataset,forecaster,coverage_target,horizon_hours,window,global_macro_user_gap,global_max_audit_group_gap,global_weighted_mean_audit_group_gap,user_macro_user_gap,user_max_audit_group_gap,user_weighted_mean_audit_group_gap,delta_user_gap_user_minus_global,delta_group_gap_user_minus_global,delta_weighted_mean_group_gap_user_minus_global,personalization_conflict,weighted_mean_group_conflict
UCI Electricity,lightgbm_quantile,0.8,6.0,2014-11,0.08999605707385593,0.015210206889773481,0.009479040883215448,0.07322342426706753,0.03593862323690544,0.01516589040308207,-0.016772632806788396,0.02072841634713196,0.005686849519866623,1,1
UCI Electricity,lightgbm_quantile,0.8,6.0,2014-12,0.09838828886822594,0.05881947415965394,0.03973607038123172,0.08479106565259202,0.0793876058229609,0.045584285021735844,-0.013597223215633919,0.020568131663306954,0.005848214640504126,1,1
UCI Electricity,lightgbm_quantile,0.9,1.0,2014-01,0.03652822235290867,0.012906895032098964,0.005704463556241397,0.019399044059314106,0.008231210597152372,0.006708951188610781,-0.01712917829359456,-0.004675684434946592,0.0010044876323693844,0,1
UCI Electricity,lightgbm_quantile,0.9,1.0,2014-02,0.03769180677502392,0.016265513102884377,0.006508865395457407,0.020218433554330867,0.012922200387745164,0.00689258820598659,-0.017473373220693054,-0.003343312715139213,0.00038372281052918237,0,1
UCI Electricity,lightgbm_quantile,0.9,1.0,2014-03,0.03892932275036212,0.016517319543812414,0.012414006780784876,0.023300758200684394,0.011116030318056302,0.006018834636470216,-0.015628564549677728,-0.005401289225756112,-0.00639517214431466,0,0
UCI Electricity,lightgbm_quantile,0.9,1.0,2014-04,0.03854326838758622,0.01361113144474535,0.010355699305405438,0.024182943889974266,0.0068162516769849635,0.004163692649044165,-0.014360324497611952,-0.006794879767760387,-0.006192006656361273,0,0
UCI Electricity,lightgbm_quantile,0.9,1.0,2014-05,0.03681259694588397,0.015059266605275012,0.011715404380276535,0.020424450294636555,0.006142712096526615,0.004079916957093209,-0.016388146651247416,-0.008916554508748398,-0.007635487423183326,0,0
UCI Electricity,lightgbm_quantile,0.9,1.0,2014-06,0.03392215483381529,0.013946636410218871,0.009813238491061624,0.018856631277556404,0.006754629968523607,0.0035539340644998776,-0.015065523556258887,-0.0071920064416952645,-0.006259304426561746,0,0
UCI Electricity,lightgbm_quantile,0.9,1.0,2014-07,0.03672931722469343,0.022715520294680158,0.012398219155914639,0.022307124560413324,0.01288104176997007,0.0066927688731188584,-0.014422192664280103,-0.009834478524710089,-0.005705450282795781,0,0
UCI Electricity,lightgbm_quantile,0.9,1.0,2014-08,0.03471205345689781,0.012555533057801993,0.007059633806041113,0.01901047114219519,0.0035264810748270037,0.0018177476584978623,-0.01570158231470262,-0.00902905198297499,-0.005241886147543251,0,0
UCI Electricity,lightgbm_quantile,0.9,1.0,2014-09,0.03176271214092561,0.017400027077922875,0.00777656324562868,0.02122999930662903,0.011658492545689625,0.006130826865269829,-0.01053271283429658,-0.00574153453223325,-0.0016457363803588513,0,0
UCI Electricity,lightgbm_quantile,0.9,1.0,2014-10,0.03180791986201616,0.007172794030837593,0.006093036473360374,0.023422717602807046,0.00888945794971352,0.004810686643274662,-0.00838520225920911,0.001716663918875927,-0.0012823498300857123,1,0
UCI Electricity,lightgbm_quantile,0.9,1.0,2014-11,0.03593109524062011,0.02213558654473391,0.010682603322470483,0.026529188878329706,0.011139984871776032,0.007324852454737112,-0.009401906362290404,-0.010995601672957878,-0.003357750867733371,0,0
UCI Electricity,lightgbm_quantile,0.9,1.0,2014-12,0.038206052185994016,0.016620622889660264,0.011448790865280275,0.03132837075658246,0.016333567574649543,0.012829221314872387,-0.0068776814294115585,-0.00028705531501072024,0.001380430449592112,0,1
UCI Electricity,lightgbm_quantile,0.9,6.0,2014-01,0.055121037280754036,0.01088027915677392,0.009585429432006916,0.03809813318074529,0.010895972994817593,0.007571783928982936,-0.017022904100008743,1.5693838043673303e-05,-0.0020136455030239798,1,0
UCI Electricity,lightgbm_quantile,0.9,6.0,2014-02,0.06390518084066471,0.006110057425846915,0.005248870571451228,0.040197969230227296,0.01757481165375907,0.010736396220267192,-0.023707211610437415,0.011464754227912155,0.0054875256488159645,1,1
UCI Electricity,lightgbm_quantile,0.9,6.0,2014-03,0.05736972399049503,0.0109773926686636,0.00778814899585951,0.04506214783555461,0.023398350211572327,0.017783857457342928,-0.012307576154940422,0.012420957542908728,0.009995708461483416,1,1
UCI Electricity,lightgbm_quantile,0.9,6.0,2014-04,0.055143054289164335,0.015021318261817962,0.007481291636889346,0.03843367258927031,0.008162563270922463,0.003129697626851339,-0.016709381699894027,-0.006858754990895499,-0.004351594010038007,0,0
UCI Electricity,lightgbm_quantile,0.9,6.0,2014-05,0.05452578499392032,0.014115523898601823,0.00833571752139811,0.03674828537141677,0.013844910378928321,0.005900865460267511,-0.01777749962250355,-0.00027061351967350156,-0.0024348520611305992,0,0
UCI Electricity,lightgbm_quantile,0.9,6.0,2014-06,0.056323673164280365,0.01476301046734485,0.013930645572011785,0.03379950220557431,0.010536758563074344,0.006974461338787732,-0.022524170958706055,-0.004226251904270506,-0.006956184233224054,0,0
UCI Electricity,lightgbm_quantile,0.9,6.0,2014-07,0.06238923459615828,0.023303834808259594,0.022255402172790057,0.041005451843374736,0.022726786478391103,0.015059127864005886,-0.02138378275278354,-0.0005770483298684903,-0.007196274308784171,0,0
UCI Electricity,lightgbm_quantile,0.9,6.0,2014-08,0.0604890367085489,0.025135501355013523,0.017636037797328138,0.03652337696397492,0.01026719916321972,0.0041929920765483505,-0.023965659744573986,-0.014868302191793803,-0.013443045720779787,0,0
UCI Electricity,lightgbm_quantile,0.9,6.0,2014-09,0.057248412561505535,0.03673000173520735,0.01607235269474359,0.03368491091451242,0.009037299130178367,0.005744761247607547,-0.023563501646993112,-0.027692702605028985,-0.010327591447136044,0,0
UCI Electricity,lightgbm_quantile,0.9,6.0,2014-10,0.062022864363541,0.03532900679883999,0.018989064524076366,0.04734302108416978,0.028771254526704593,0.018326260242074573,-0.014679843279371219,-0.006557752272135398,-0.0006628042820017929,0,0
UCI Electricity,lightgbm_quantile,0.9,6.0,2014-11,0.06355996944232237,0.016837088817827972,0.006460648775639305,0.04935701553348612,0.019134379415483016,0.009475549750692074,-0.014202953908836247,0.002297290597655044,0.0030149009750527695,1,1
UCI Electricity,lightgbm_quantile,0.9,6.0,2014-12,0.06844864856273196,0.04202681500499217,0.031634003290179555,0.06402975466704815,0.0633360913255151,0.043128769997377435,-0.004418893895683812,0.02130927632052293,0.01149476670719788,1,1
London,persistence_quantile_interval,0.8,1.0,2013-03,0.04187984813849804,0.021669765682226116,0.014252992840839767,0.028970855169194346,0.00751088680141343,0.005847767702320823,-0.01290899296930369,-0.014158878880812686,-0.008405225138518943,0,0
London,persistence_quantile_interval,0.8,1.0,2013-04,0.04046134046411582,0.029389405042128613,0.02442414046513304,0.037581724341950104,0.02812159967859107,0.021366503805722612,-0.0028796161221657166,-0.0012678053635375441,-0.003057636659410428,0,0
London,persistence_quantile_interval,0.8,1.0,2013-05,0.04667015776071783,0.035327497736190705,0.03245846680368797,0.04497049913593352,0.03866892857576654,0.029964929166056115,-0.0016996586247843143,0.003341430839575832,-0.002493537637631854,1,0
London,persistence_quantile_interval,0.8,1.0,2013-06,0.04681511954083052,0.02732750324281341,0.017340420506864358,0.03834160009568362,0.026858864387631187,0.01648462485308371,-0.008473519445146904,-0.00046863885518222403,-0.0008557956537806471,0,0
London,persistence_quantile_interval,0.8,1.0,2013-07,0.059561988672593914,0.043215225754201225,0.027765835743025283,0.04537890916960232,0.03435918202065191,0.025159200990494263,-0.014183079502991594,-0.008856043733549313,-0.00260663475253102,0,0
London,persistence_quantile_interval,0.8,1.0,2013-08,0.05958204435741267,0.034206477732793505,0.02155947148406521,0.03511949141297309,0.012696700660833726,0.008931274110515214,-0.02446255294443958,-0.02150977707195978,-0.012628197373549997,0,0
London,persistence_quantile_interval,0.8,1.0,2013-09,0.06031607729110708,0.04993657698721976,0.02822943377775065,0.05313851038900057,0.04469709967234792,0.03472622358291642,-0.007177566902106511,-0.005239477314871843,0.006496789805165767,0,1
London,persistence_quantile_interval,0.8,1.0,2013-10,0.05488314962448396,0.04250424591707791,0.02990659985560426,0.047322798816848644,0.04358504620216219,0.035659575497889874,-0.007560350807635313,0.0010808002850842824,0.005752975642285614,1,1
London,persistence_quantile_interval,0.8,1.0,2013-11,0.055132966047029164,0.03587268566673607,0.03308965317951201,0.05163152585221127,0.0498232106617571,0.038870457740804366,-0.0035014401948178925,0.01395052499502103,0.005780804561292353,1,1
London,persistence_quantile_interval,0.8,1.0,2013-12,0.05016215607597037,0.017729002996679455,0.012543154905946539,0.03738670746194741,0.017328095893739404,0.011390475268609063,-0.01277544861402296,-0.0004009071029400513,-0.0011526796373374764,0,0
London,persistence_quantile_interval,0.8,1.0,2014-01,0.049431086999419886,0.012170572790041856,0.00960412173754041,0.029389835689327085,0.0016637492301209145,0.000780086156361436,-0.0200412513100928,-0.010506823559920941,-0.008824035581178974,0,0
London,persistence_quantile_interval,0.8,6.0,2013-03,0.0646429334382899,0.031472477581182656,0.024592528467557516,0.03991400625659213,0.009240390187367109,0.007430129974177188,-0.024728927181697773,-0.022232087393815547,-0.01716239849338033,0,0
London,persistence_quantile_interval,0.8,6.0,2013-04,0.06414433971511212,0.057452437005548584,0.047128943968212024,0.05707636151991789,0.04978569515135278,0.04193006099170566,-0.007067978195194224,-0.007666741854195802,-0.005198882976506364,0,0
London,persistence_quantile_interval,0.8,6.0,2013-05,0.07138178431470711,0.06046690527475018,0.05868916455614521,0.06877279049611759,0.06879524511312285,0.05303780656331828,-0.0026089938185895195,0.008328339838372667,-0.0056513579928269275,1,0
London,persistence_quantile_interval,0.8,6.0,2013-06,0.06884341864326417,0.05594248746725583,0.035560557431258896,0.05234223889818969,0.050766192138056776,0.034340655523599044,-0.01650117974507448,-0.005176295329199054,-0.0012199019076598525,0,0
London,persistence_quantile_interval,0.8,6.0,2013-07,0.08135857142791877,0.06942117967243921,0.03806700545830978,0.0579670717075105,0.05373163342999232,0.03694307762630738,-0.023391499720408278,-0.015689546242446895,-0.0011239278320024013,0,0
London,persistence_quantile_interval,0.8,6.0,2013-08,0.08137306877869196,0.04879917083677465,0.03367914510383762,0.04230082638957345,0.008470582519554903,0.00772982055245649,-0.039072242389118515,-0.04032858831721975,-0.02594932455138113,0,0
London,persistence_quantile_interval,0.8,6.0,2013-09,0.08924109565551672,0.0875098781350081,0.04965409556408821,0.07807125990108342,0.07663483348259503,0.06280124247762045,-0.011169835754433297,-0.010875044652413068,0.013147146913532241,0,1
London,persistence_quantile_interval,0.8,6.0,2013-10,0.08395663828925598,0.07913500547363006,0.05295102356381729,0.07568548688877523,0.07096345514950175,0.06409089381155675,-0.00827115140048075,-0.008171550324128307,0.011139870247739457,0,1
London,persistence_quantile_interval,0.8,6.0,2013-11,0.08459968487404589,0.06826345312005866,0.06380776391474703,0.08521310016893582,0.10047620243206379,0.07289993608803183,0.000613415294889938,0.03221274931200513,0.009092172173284799,0,0
London,persistence_quantile_interval,0.8,6.0,2013-12,0.07409665371028301,0.04280750352335139,0.03075144259985272,0.0627587664362063,0.05260404010950748,0.03415694625945832,-0.01133788727407671,0.00979653658615609,0.0034055036596056035,1,1
London,persistence_quantile_interval,0.8,6.0,2014-01,0.06919626693561312,0.02193852738060509,0.015295788131901232,0.04178493228396393,0.004949259151185048,0.0033034470517998966,-0.02741133465164919,-0.01698926822942004,-0.011992341080101335,0,0
London,persistence_quantile_interval,0.9,1.0,2013-03,0.027675189427487583,0.010233190859111452,0.006137844079242697,0.020516715820363754,0.0015358238149283387,0.0008376997131496448,-0.007158473607123829,-0.008697367044183113,-0.005300144366093052,0,0
London,persistence_quantile_interval,0.9,1.0,2013-04,0.024981059784154633,0.017366439994177196,0.015291934146202488,0.023567522041370758,0.016098900179118414,0.012759416367872149,-0.0014135377427838755,-0.0012675398150587824,-0.002532517778330339,0,0
London,persistence_quantile_interval,0.9,1.0,2013-05,0.028464109800795792,0.020360825785763703,0.0200401116782247,0.026997642431442287,0.023429788371141957,0.017266975211144127,-0.0014664673693535052,0.0030689625853782543,-0.0027731364670805746,1,0
London,persistence_quantile_interval,0.9,1.0,2013-06,0.029516955088578826,0.01786267207832959,0.010580468409192538,0.02353255050174307,0.01687936733754547,0.010481829624422382,-0.005984404586835756,-0.0009833047407841189,-9.86387847701567e-05,0,0
London,persistence_quantile_interval,0.9,1.0,2013-07,0.038608424398663826,0.02894108119052441,0.018703646196719586,0.027993242395031953,0.023976513464263993,0.01814306512822786,-0.010615182003631873,-0.004964567726260416,-0.0005605810684917271,0,0
London,persistence_quantile_interval,0.9,1.0,2013-08,0.03836684995999585,0.022769230769230764,0.017024611207441136,0.021869842634359288,0.008086962821059696,0.0060833098108794385,-0.01649700732563656,-0.014682267948171068,-0.010941301396561697,0,0
London,persistence_quantile_interval,0.9,1.0,2013-09,0.03817326108484576,0.034510852613236054,0.017478406543185533,0.03560819023724554,0.030278315960380442,0.026415833442145667,-0.002565070847600222,-0.004232536652855612,0.008937426898960134,0,1
London,persistence_quantile_interval,0.9,1.0,2013-10,0.03689768860529497,0.03411866030248645,0.0192650066080569,0.031420590529484003,0.029144605721418082,0.024536662951455335,-0.005477098075810968,-0.004974054581068366,0.005271656343398434,0,1
London,persistence_quantile_interval,0.9,1.0,2013-11,0.034797707668547326,0.025030164343665562,0.02126491394784081,0.035655080388211205,0.03452308722304753,0.027268003712162894,0.0008573727196638792,0.009492922879381971,0.0060030897643220844,0,0
London,persistence_quantile_interval,0.9,1.0,2013-12,0.031203916310562838,0.014189803820548574,0.008827262069929783,0.0248677290637486,0.014303069571555915,0.00936743780853743,-0.006336187246814239,0.00011326575100734093,0.0005401757386076476,1,1
London,persistence_quantile_interval,0.9,1.0,2014-01,0.03172691855983385,0.0066602277757655814,0.0060954819001726454,0.01910450540405611,0.001919835326914976,0.0011213234305505301,-0.012622413155777744,-0.0047403924488506055,-0.004974158469622115,0,0
London,persistence_quantile_interval,0.9,6.0,2013-03,0.03972671904893851,0.012075571941461472,0.009142014498929296,0.027010482136007898,0.0023804607055946114,0.0010287437980312285,-0.012716236912930608,-0.00969511123586686,-0.008113270700898068,0,0
London,persistence_quantile_interval,0.9,6.0,2013-04,0.03641572339101317,0.02785066010032522,0.025447017797351923,0.03220757368065531,0.028601326011250983,0.021844478097169915,-0.004208149710357857,0.000750665910925763,-0.003602539700182008,1,0
London,persistence_quantile_interval,0.9,6.0,2013-05,0.040562963460192766,0.037033378139828654,0.032143375651304186,0.03903008619808429,0.037936256012437775,0.026545788904840977,-0.0015328772621084757,0.0009028778726091202,-0.005597586746463209,1,0
London,persistence_quantile_interval,0.9,6.0,2013-06,0.040578339871858674,0.03298015683714539,0.019353090742361655,0.029763810391697725,0.029950538552311112,0.018998791213371644,-0.010814529480160949,-0.003029618284834279,-0.0003542995289900104,0,0
London,persistence_quantile_interval,0.9,6.0,2013-07,0.04983129689937846,0.03955434236744482,0.022627786292382556,0.034565010186306665,0.03206191579322526,0.022224462907692703,-0.015266286713071793,-0.007492426574219557,-0.00040332338468985346,0,0
London,persistence_quantile_interval,0.9,6.0,2013-08,0.04848600427984965,0.02741582859641445,0.020812957860071188,0.026738811324703612,0.008111872257040575,0.006088850057127498,-0.021747192955146037,-0.019303956339373873,-0.014724107802943691,0,0
London,persistence_quantile_interval,0.9,6.0,2013-09,0.054967543827643954,0.05437341429938025,0.029372426554347287,0.05305407477797069,0.05141407969734768,0.04423242555414173,-0.0019134690496732665,-0.0029593346020325706,0.014859998999794444,0,1
London,persistence_quantile_interval,0.9,6.0,2013-10,0.053822954791695195,0.05351922210058602,0.031199031900231988,0.04735465917601189,0.04373099768448607,0.041013143298934455,-0.006468295615683302,-0.009788224416099944,0.009814111398702467,0,1
London,persistence_quantile_interval,0.9,6.0,2013-11,0.0528682976217952,0.0418798581867208,0.03852641231555843,0.059989855933186335,0.07513202273050623,0.05192430599938869,0.007121558311391135,0.033252164543785434,0.013397893683830257,0,0
London,persistence_quantile_interval,0.9,6.0,2013-12,0.04420017489625672,0.025666167544156293,0.01892777051772262,0.040608747984613024,0.03796957768382181,0.024575824554044428,-0.0035914269116436998,0.012303410139665516,0.005648054036321806,1,1
London,persistence_quantile_interval,0.9,6.0,2014-01,0.04385652687071523,0.009814220406575314,0.006901633436778988,0.02681902856686646,0.005481794896735059,0.0032343339052423497,-0.017037498303848767,-0.004332425509840254,-0.0036672995315366382,0,0
Ausgrid,persistence_quantile_interval,0.8,1.0,2012-07,0.05541770057899092,0.01798387096774201,0.016905815082533235,0.0408912324234905,0.020226458129683933,0.018885981946991776,-0.014526468155500419,0.0022425871619419224,0.0019801668644585414,1,1
Ausgrid,persistence_quantile_interval,0.8,1.0,2012-08,0.0474314021649225,0.022177419354838634,0.020778041500341595,0.042066745783435805,0.018844086021505335,0.015131981155824049,-0.005364656381486692,-0.0033333333333332993,-0.005646060344517546,0,0
Ausgrid,persistence_quantile_interval,0.8,1.0,2012-09,0.06871051653660346,0.07310416666666664,0.06446488294314376,0.07732255667038272,0.06220538720538715,0.0540458937198067,0.008612040133779267,-0.010898779461279484,-0.01041898922333706,0,0
Ausgrid,persistence_quantile_interval,0.8,1.0,2012-10,0.04851835868666161,0.04406565656565653,0.037828604308267684,0.05241396051353973,0.03868931247963503,0.03157568238213396,0.00389560182687812,-0.005376344086021501,-0.006252921926133727,0,0
Ausgrid,persistence_quantile_interval,0.8,1.0,2012-11,0.03992707172054997,0.0201950056116722,0.0119588442958008,0.03708890746934225,0.008694444444444449,0.007374117428465255,-0.0028381642512077185,-0.011500561167227752,-0.004584726867335545,0,0
Ausgrid,persistence_quantile_interval,0.8,1.0,2012-12,0.04843294853813787,0.01561827956989248,0.010798539935987334,0.03741279174308627,0.016982526881720417,0.009971859603696911,-0.011020156795051604,0.0013642473118279375,-0.0008266803322904224,1,0
Ausgrid,persistence_quantile_interval,0.8,1.0,2013-01,0.04917017297802712,0.011888440860215121,0.005516596540439488,0.03509997482648254,0.00779705658737917,0.006135145826590425,-0.014070198151544581,-0.004091384272835952,0.0006185492861509375,0,1
Ausgrid,persistence_quantile_interval,0.8,1.0,2013-02,0.047390109890109895,0.009200637325637251,0.007189640070074799,0.03843665392578436,0.004187710437710379,0.0037655279503105723,-0.008953455964325535,-0.005012926887926872,-0.0034241121197642267,0,0
Ausgrid,persistence_quantile_interval,0.8,1.0,2013-03,0.049649818391052605,0.011995967741935565,0.01000512460891143,0.03323893264285971,0.007795698924731087,0.005732369547236268,-0.016410885748192897,-0.004200268817204478,-0.004272755061675163,0,0
Ausgrid,persistence_quantile_interval,0.8,1.0,2013-04,0.0443167038275734,0.03331944444444446,0.013607859531772584,0.045006503158677096,0.02893750000000006,0.017219435154217835,0.0006897993311036979,-0.004381944444444397,0.0036115756224452504,0,0
Ausgrid,persistence_quantile_interval,0.8,1.0,2013-05,0.06686266048117383,0.06089381720430109,0.04172870140612079,0.0626389038731255,0.045692204301075345,0.04275811845938076,-0.004223756608048329,-0.015201612903225747,0.0010294170532599706,0,1
Ausgrid,persistence_quantile_interval,0.8,1.0,2013-06,0.08173541434411002,0.06249305555555562,0.05772017837235236,0.07389678558156822,0.06441666666666668,0.05734624674842071,-0.007838628762541808,0.0019236111111110565,-0.00037393162393165036,1,0
Ausgrid,persistence_quantile_interval,0.8,6.0,2012-07,0.08924281655698206,0.042029569892473195,0.030872622001654314,0.06078775128564752,0.034678777017486784,0.03294494192109904,-0.02845506527133454,-0.0073507928749864115,0.0020723199194447282,0,1
Ausgrid,persistence_quantile_interval,0.8,6.0,2012-08,0.07859262056316753,0.036713913326816505,0.033643507030603745,0.05760330132700397,0.021344086021505282,0.019721652821232005,-0.02098931923616356,-0.015369827305311223,-0.01392185420937174,0,0
Ausgrid,persistence_quantile_interval,0.8,6.0,2012-09,0.10619193608324039,0.10559722222222223,0.09950761798587882,0.10896506874767742,0.08902918069584731,0.08042549238201406,0.0027731326644370308,-0.01656804152637492,-0.019082125603864755,0,0
Ausgrid,persistence_quantile_interval,0.8,6.0,2012-10,0.08108345021037865,0.07859101770392085,0.07056541518322722,0.07864116948969681,0.06661643314869115,0.05840795483151717,-0.0024422807206818387,-0.011974584555229706,-0.012157460351710045,0,0
Ausgrid,persistence_quantile_interval,0.8,6.0,2012-11,0.06798123374210331,0.033782267115600395,0.0190542549238201,0.052540876997398726,0.02154180695847363,0.015361389817911552,-0.015440356744704585,-0.012240460157126765,-0.0036928651059085476,0,0
Ausgrid,persistence_quantile_interval,0.8,6.0,2012-12,0.07977712446506274,0.0024462365591397806,0.0020395044413277345,0.05320018340705579,0.016852666449440723,0.011751986909770942,-0.026576941058006953,0.014406429890300942,0.009712482468443208,1,1
Ausgrid,persistence_quantile_interval,0.8,6.0,2013-01,0.0831040745136117,0.03488575268817207,0.02327111878304026,0.05820746574603518,0.028413978494623682,0.025091703527888684,-0.024896608767576517,-0.006471774193548385,0.0018205847448484226,0,1
Ausgrid,persistence_quantile_interval,0.8,6.0,2013-02,0.07670707915273131,0.028380531505531437,0.019407947125338377,0.05550147316451663,0.02207491582491583,0.01282349896480328,-0.02120560598821468,-0.006305615680615606,-0.006584448160535097,0,0
Ausgrid,persistence_quantile_interval,0.8,6.0,2013-03,0.07783561693098857,0.021840719018138333,0.013243967346351651,0.050060236631064126,0.015772849462365568,0.010582766929190478,-0.02777538029992445,-0.006067869555772765,-0.0026612004171611726,0,0
Ausgrid,persistence_quantile_interval,0.8,6.0,2013-04,0.07448671497584541,0.03541666666666676,0.017249628390932758,0.06300399479747308,0.03332638888888895,0.022410349312523278,-0.011482720178372333,-0.002090277777777816,0.00516072092159052,0,1
Ausgrid,persistence_quantile_interval,0.8,6.0,2013-05,0.10060056820225124,0.09480510752688176,0.07032312007767832,0.0999743769554429,0.0812701612903226,0.07780549861545658,-0.0006261912468083497,-0.013534946236559153,0.00748237853777825,0,1
Ausgrid,persistence_quantile_interval,0.8,6.0,2013-06,0.1308481976960238,0.12413194444444453,0.10591322928279455,0.12398504273504277,0.11164421997755336,0.10723476402824234,-0.006863154960981027,-0.01248772446689117,0.001321534745447786,0,1
Ausgrid,persistence_quantile_interval,0.9,1.0,2012-07,0.04043406336533966,0.019912634408602137,0.014337217247455708,0.028571492789585363,0.016471774193548394,0.015809418491746694,-0.011862570575754298,-0.0034408602150537426,0.0014722012442909861,0,1
Ausgrid,persistence_quantile_interval,0.9,1.0,2012-08,0.03439646491890531,0.018804985337243396,0.014214496349839978,0.028057233790052847,0.012217741935483861,0.008568436005322382,-0.006339231128852461,-0.006587243401759535,-0.005646060344517596,0,0
Ausgrid,persistence_quantile_interval,0.9,1.0,2012-09,0.04861343366778147,0.050154320987654266,0.0464395206243032,0.051941657376439965,0.043118686868686806,0.03571627647714601,0.003328223708658498,-0.00703563411896746,-0.010723244147157189,0,0
Ausgrid,persistence_quantile_interval,0.9,1.0,2012-10,0.036208059121803846,0.03346774193548385,0.030532329988851706,0.03491207249973026,0.02909606820897137,0.025778580932858595,-0.001295986622073586,-0.004371673726512482,-0.004753749055993111,0,0
Ausgrid,persistence_quantile_interval,0.9,1.0,2012-11,0.02961492010405053,0.01103395061728396,0.007262634708286878,0.025385544407283526,0.0077090347923680635,0.00677257525083612,-0.004229375696767006,-0.003324915824915897,-0.000490059457450758,0,0
Ausgrid,persistence_quantile_interval,0.9,1.0,2012-12,0.03552612651490632,0.006323924731182817,0.004551911389218505,0.02605009529974466,0.009495967741935507,0.005040996871291422,-0.009476031215161659,0.00317204301075269,0.0004890854820729165,1,1
Ausgrid,persistence_quantile_interval,0.9,1.0,2013-01,0.037581364404646316,0.009395161290322585,0.007980904088898505,0.025571348940914153,0.009892473118279566,0.00840121192505486,-0.012010015463732163,0.000497311827956981,0.0004203078361563542,1,1
Ausgrid,persistence_quantile_interval,0.9,1.0,2013-02,0.03586906752667622,0.0038913690476189977,0.0030622909698996416,0.02636765408504538,0.0030729166666666474,0.0017857142857142826,-0.00950141344163084,-0.0008184523809523503,-0.001276576684185359,0,0
Ausgrid,persistence_quantile_interval,0.9,1.0,2013-03,0.03678120617110799,0.008111559139784896,0.004358614737296342,0.02265077138849929,0.006538978494623593,0.00448897759556945,-0.014130434782608704,-0.0015725806451613034,0.00013036285827310815,0,1
Ausgrid,persistence_quantile_interval,0.9,1.0,2013-04,0.03231837606837607,0.013131944444444432,0.005520717205499837,0.032151151988108514,0.018277777777777837,0.01227471200297288,-0.00016722408026755703,0.005145833333333405,0.0067539947974730435,1,1
Ausgrid,persistence_quantile_interval,0.9,1.0,2013-05,0.04908476282950338,0.04644489247311834,0.03567177329449422,0.04845137914913512,0.04131720430107533,0.037705883410652036,-0.000633383680368263,-0.00512768817204301,0.002034110116157818,0,1
Ausgrid,persistence_quantile_interval,0.9,1.0,2013-06,0.06403288740245262,0.06057638888888894,0.05252229654403572,0.06078595317725754,0.055499999999999994,0.0532237086584913,-0.0032469342251950847,-0.00507638888888895,0.0007014121144555754,0,1
Ausgrid,persistence_quantile_interval,0.9,6.0,2012-07,0.059109666630704494,0.0365927419354839,0.020808159815873715,0.03864000071924336,0.027314814814814792,0.02267369727047146,-0.020469665911461134,-0.009277927120669105,0.0018655374545977453,0,1
Ausgrid,persistence_quantile_interval,0.9,6.0,2012-08,0.05087882547559966,0.024274193548387113,0.019217732944941918,0.0372590534757435,0.0150604838709677,0.010267648433847565,-0.013619771999856159,-0.009213709677419413,-0.008950084511094353,0,0
Ausgrid,persistence_quantile_interval,0.9,6.0,2012-09,0.06304115570419914,0.06463888888888891,0.059664158305462636,0.06661324786324785,0.052209595959595956,0.04272807506503158,0.0035720921590487037,-0.012429292929292957,-0.016936083240431055,0,0
Ausgrid,persistence_quantile_interval,0.9,6.0,2012-10,0.05381378789513431,0.04975969371130662,0.046695076779228246,0.04885999928075662,0.04318181818181821,0.03776297335203364,-0.004953788614377688,-0.006577875529488408,-0.00893210342719461,0,0
Ausgrid,persistence_quantile_interval,0.9,6.0,2012-11,0.047240802675585274,0.013594276094276103,0.010205314009661818,0.03535628019323671,0.012941919191919116,0.010193701226309913,-0.011884522482348565,-0.0006523569023569875,-1.1612783351905298e-05,0,0
Ausgrid,persistence_quantile_interval,0.9,6.0,2012-12,0.056900240946524266,0.01473118279569896,0.011190527565001633,0.038446254540223684,0.016609644835451354,0.01181537023051749,-0.018453986406300582,0.0018784620397523932,0.0006248426655158564,1,1
Ausgrid,persistence_quantile_interval,0.9,6.0,2013-01,0.06607733664185277,0.03976478494623659,0.02735776962635309,0.047156291581256525,0.031693548387096815,0.028681626928471298,-0.01892104506059624,-0.008071236559139772,0.0013238573021182067,0,1
Ausgrid,persistence_quantile_interval,0.9,6.0,2013-02,0.051815078037904125,0.021258718133718157,0.018301580665711116,0.039461399108138236,0.013472522847522872,0.010084706959706929,-0.01235367892976589,-0.0077861952861952854,-0.008216873706004187,0,0
Ausgrid,persistence_quantile_interval,0.9,6.0,2013-03,0.053984158665084304,0.01502389486260447,0.01462806127953389,0.03654475491782643,0.014038978494623655,0.008593159995684533,-0.017439403747257873,-0.0009849163679808148,-0.006034901283849358,0,0
Ausgrid,persistence_quantile_interval,0.9,6.0,2013-04,0.05226449275362319,0.004958333333333398,0.004066796729840215,0.04475566703827574,0.021625000000000005,0.013415087328130815,-0.007508825715347445,0.016666666666666607,0.0093482905982906,1,1
Ausgrid,persistence_quantile_interval,0.9,6.0,2013-05,0.07320144208292875,0.06484543010752686,0.051479393677850926,0.07781763584708887,0.06857526881720433,0.06275128564749889,0.004616193764160115,0.0037298387096774688,0.011271891969647965,0,0
