dataset,forecaster,coverage_target,horizon_hours,window,global_macro_user_gap,global_max_audit_group_gap,global_weighted_mean_audit_group_gap,user_macro_user_gap,user_max_audit_group_gap,user_weighted_mean_audit_group_gap,delta_user_gap_user_minus_global,delta_group_gap_user_minus_global,delta_weighted_mean_group_gap_user_minus_global,personalization_conflict,weighted_mean_group_conflict
London,lightgbm_quantile,0.9,1.0,2013-05,0.024692242491893564,0.012391304347826093,0.007449018698186657,0.021797527530716523,0.005505144616381741,0.003964876185865751,-0.0028947149611770404,-0.006886159731444352,-0.003484142512320906,0,0
London,lightgbm_quantile,0.9,1.0,2013-06,0.02685605453034099,0.0068960489867326835,0.0040219472481816025,0.016791687433949567,0.00631516359464368,0.003848694135952244,-0.010064367096391424,-0.0005808853920890034,-0.00017325311222935857,0,0
London,lightgbm_quantile,0.9,1.0,2013-07,0.02924065636990978,0.01318369662101937,0.009399746083663273,0.021578158732877335,0.013021635199740644,0.007192771991736939,-0.007662497637032445,-0.00016206142127872525,-0.002206974091926334,0,0
London,lightgbm_quantile,0.9,1.0,2013-08,0.03020464631376254,0.008118351629217813,0.00374398408302634,0.01687874494114844,0.0055856363599766645,0.003907724571828031,-0.013325901372614097,-0.002532715269241148,0.00016374048880169086,0,1
London,lightgbm_quantile,0.9,1.0,2013-09,0.030594536453522198,0.010342647774390645,0.008674293956857142,0.02157959824707769,0.017601484205192253,0.011418839953363619,-0.009014938206444507,0.007258836430801607,0.0027445459965064773,1,1
London,lightgbm_quantile,0.9,1.0,2013-10,0.027782101615026405,0.012445234438922537,0.008338804106846922,0.018385541291417205,0.011844677412203852,0.009922189457371023,-0.0093965603236092,-0.0006005570267186844,0.0015833853505241007,0,1
London,lightgbm_quantile,0.9,1.0,2013-11,0.027646263093399036,0.015030090333820523,0.010476855302533079,0.022798738972332307,0.01755541688827844,0.013562536850185256,-0.0048475241210667284,0.0025253265544579184,0.003085681547652177,1,1
London,lightgbm_quantile,0.9,1.0,2013-12,0.02791818968681387,0.007926614279172184,0.007466449273022767,0.018277562834566444,0.006046176104656187,0.003950752806207606,-0.009640626852247425,-0.001880438174515997,-0.0035156964668151608,0,0
London,lightgbm_quantile,0.9,1.0,2014-01,0.02637318166802099,0.009037126471476031,0.0044200270490314456,0.017862707384371356,0.00513733776033809,0.0034403407370524404,-0.008510474283649636,-0.0038997887111379415,-0.0009796863119790051,0,0
London,lightgbm_quantile,0.9,6.0,2013-03,0.030639755955971987,0.014805889143158057,0.009859450359878627,0.023222841998358484,0.01495980072500458,0.010730742494181301,-0.007416913957613503,0.00015391158184652198,0.0008712921343026741,1,1
London,lightgbm_quantile,0.9,6.0,2013-04,0.027781162010367223,0.011184251588447491,0.006911807015910112,0.023793782811853494,0.0049511294933195504,0.0041598156443759795,-0.003987379198513729,-0.006233122095127941,-0.002751991371534132,0,0
London,lightgbm_quantile,0.9,6.0,2013-05,0.029907888279313958,0.009516198512804608,0.004582600989487842,0.02204411417075372,0.0036633531820322585,0.003033416395805862,-0.007863774108560238,-0.005852845330772349,-0.0015491845936819802,0,0
London,lightgbm_quantile,0.9,6.0,2013-06,0.03272813585203096,0.006559849355929903,0.0032031894227306248,0.020016587574622092,0.0026119092407318467,0.002071817634437299,-0.012711548277408866,-0.003947940115198056,-0.001131371788293326,0,0
London,lightgbm_quantile,0.9,6.0,2013-07,0.037606331329301995,0.005951393864260246,0.004567909370784357,0.026718637257345777,0.007570234618870186,0.006375544207027984,-0.010887694071956219,0.0016188407546099404,0.0018076348362436262,1,1
London,lightgbm_quantile,0.9,6.0,2013-08,0.03831507142528771,0.0019139141072692656,0.0013215207571520265,0.020179067642467106,0.0036507399713351374,0.0019756936975693557,-0.0181360037828206,0.0017368258640658718,0.0006541729404173293,1,1
London,lightgbm_quantile,0.9,6.0,2013-09,0.03651896052667216,0.013057244810775526,0.00951494844859386,0.027291218643264656,0.01857733996749933,0.014064869026492127,-0.009227741883407505,0.005520095156723803,0.004549920577898266,1,1
London,lightgbm_quantile,0.9,6.0,2013-10,0.03523580646019546,0.01264199163166424,0.008535057897293067,0.023000792190383357,0.013319197994179244,0.011808303253468695,-0.012235014269812102,0.0006772063625150038,0.003273245356175628,1,1
London,lightgbm_quantile,0.9,6.0,2013-11,0.03404583289830129,0.013951539958901082,0.008704933421409454,0.028529276890452315,0.01883352668456384,0.01471126099502836,-0.005516556007848977,0.004881986725662757,0.006006327573618906,1,1
London,lightgbm_quantile,0.9,6.0,2013-12,0.03488488343850053,0.007979329705694038,0.005965890363227152,0.023987817101570965,0.006255462604569884,0.00447875647947222,-0.010897066336929568,-0.0017238671011241546,-0.001487133883754932,0,0
London,lightgbm_quantile,0.9,6.0,2014-01,0.036546719833398626,0.011282468185806138,0.004589768573597279,0.021631133223385376,0.004657827581487806,0.002826750501989115,-0.01491558661001325,-0.006624640604318333,-0.0017630180716081642,0,0
Ausgrid,lightgbm_quantile,0.8,1.0,2012-07,0.03921719351242493,0.01448252688172047,0.00965269536447663,0.026949149494731556,0.01707661290322582,0.008958175998849238,-0.012268044017693377,0.0025940860215053485,-0.0006945193656273923,1,0
Ausgrid,lightgbm_quantile,0.8,1.0,2012-08,0.03799537886143775,0.010076572173346343,0.007128151184953389,0.02584780810587261,0.011196236559139705,0.008285683460998996,-0.012147570755565142,0.001119664385793362,0.0011575322760456076,1,1
Ausgrid,lightgbm_quantile,0.8,1.0,2012-09,0.040674934968413214,0.02041666666666664,0.01521042363433663,0.035374860646599754,0.02068055555555548,0.014276755852842762,-0.00530007432181346,0.0002638888888888413,-0.0009336677814938688,1,0
