forecaster,dataset,configuration,coverage,horizon_hours,window,window_order,strategy,selected_policy,loss
LightGBM,Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-05,10,Previous-window winner,rolling_user_norm,0.0239018589375795
LightGBM,Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-05,10,Follow-the-leader,rolling_user_norm,0.0239018589375795
LightGBM,Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-05,10,Global-CQR,rolling_global_norm,0.0291829068188686
LightGBM,Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-05,10,Segment-CQR,rolling_group_norm,0.0274685346356542
LightGBM,Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-05,10,User-CQR,rolling_user_norm,0.0239018589375795
LightGBM,Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-05,10,Ex-post best fixed,rolling_user_norm,0.0239018589375795
LightGBM,Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-05,10,Month-wise oracle,rolling_user_norm,0.0239018589375795
LightGBM,Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-06,11,CSGR,rolling_user_norm,0.0232302836488179
LightGBM,Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-06,11,Mean-fold minimum,rolling_user_norm,0.0232302836488179
LightGBM,Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-06,11,Latest-fold minimum,rolling_user_norm,0.0232302836488179
LightGBM,Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-06,11,Previous-window winner,rolling_user_norm,0.0232302836488179
LightGBM,Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-06,11,Follow-the-leader,rolling_user_norm,0.0232302836488179
LightGBM,Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-06,11,Global-CQR,rolling_global_norm,0.0296174565804142
LightGBM,Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-06,11,Segment-CQR,rolling_group_norm,0.0289668608112901
LightGBM,Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-06,11,User-CQR,rolling_user_norm,0.0232302836488179
LightGBM,Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-06,11,Ex-post best fixed,rolling_user_norm,0.0232302836488179
