dataset,forecaster_key,window,window_order,comparison,target,base,delta_picp,delta_mpiw,delta_winkler_interval_score,delta_macro_user_abs_coverage_gap,delta_max_abs_cluster_coverage_gap,relative_mpiw_change,relative_winkler_interval_score_change
London,persistence,2013-03,0,pid_user_vs_aci_user,pid_user,aci_user,-0.00273139572708625,0.025306086932357308,-0.008013766043701853,-0.0053588766003327005,-0.0019528779253636,0.05717513322248247,-0.007882164072290967
London,persistence,2013-04,1,pid_user_vs_aci_user,pid_user,aci_user,-0.006618164945675131,0.014010892988189638,-0.010566842483377137,-0.0074599944994032,-0.0121708492491678,0.03602747090800229,-0.011685013590942614
London,persistence,2013-05,2,pid_user_vs_aci_user,pid_user,aci_user,-0.007675525558424656,0.018200207211502395,-0.010413198240920685,-0.008640078982106,-0.011580448465775,0.05432577977061659,-0.01302354723451753
London,persistence,2013-06,3,pid_user_vs_aci_user,pid_user,aci_user,-0.0056099072239711445,0.021511667895307007,-0.007073400383247885,-0.007042921835667701,-0.0105352303523035,0.07102244679862907,-0.009594931943845378
London,persistence,2013-07,4,pid_user_vs_aci_user,pid_user,aci_user,-0.0064782737867183915,0.0209421145351274,-0.005692316466078484,-0.0076277518181483,-0.0093306447599153,0.07926364836735567,-0.008918276928859173
London,persistence,2013-08,5,pid_user_vs_aci_user,pid_user,aci_user,-0.004678952108283951,0.023786405263764798,-0.007421157395472999,-0.0071275118607939,-0.0045592200460191,0.09294901326039312,-0.011736181362777418
London,persistence,2013-09,6,pid_user_vs_aci_user,pid_user,aci_user,0.001344642405687435,0.028035529051818275,-0.0064617580554345855,-0.006230311453685201,-0.0030807510447337,0.094549567806277,-0.008699469711629403
London,persistence,2013-10,7,pid_user_vs_aci_user,pid_user,aci_user,0.0022116487337134894,0.02955894271644599,-0.006515387940861372,-0.0053491298764938005,-0.0026016742635757,0.08944938050893407,-0.007992007052230826
London,persistence,2013-11,8,pid_user_vs_aci_user,pid_user,aci_user,0.002339551761888159,0.02981501363194,-0.005794242700254415,-0.005788682978513,-0.0058352741901334,0.07465921093024419,-0.006092844467525954
London,persistence,2013-12,9,pid_user_vs_aci_user,pid_user,aci_user,-0.003892007872745462,0.024329516144504404,-0.010465467724142807,-0.0084279003884404,-0.0064965715727401995,0.05904950509925676,-0.01089468119805278
London,persistence,2014-01,10,pid_user_vs_aci_user,pid_user,aci_user,-0.0019858449723298977,0.023035938009052292,-0.00627357707849463,-0.0047679710482493,-0.0010666687752284,0.05427534056669114,-0.006396381077117695
Ausgrid,persistence,2012-07,0,pid_user_vs_aci_user,pid_user,aci_user,-0.0016587549897507659,0.038724992154302584,-0.008754408656006962,-0.0064084583018665,-0.00034798853180959986,0.05506147684995042,-0.005804436137041211
Ausgrid,persistence,2012-08,1,pid_user_vs_aci_user,pid_user,aci_user,-0.007210414643794794,0.01933081934649128,-0.006012573544334376,-0.008487071600676,-0.0092560258784791,0.02894483701909883,-0.004338058812156221
Ausgrid,persistence,2012-09,2,pid_user_vs_aci_user,pid_user,aci_user,-0.010767372723894497,0.007256230882638104,-0.010180853433331971,-0.0178372352285395,-0.014225372279496001,0.014768934110661791,-0.010300933568007646
Ausgrid,persistence,2012-10,3,pid_user_vs_aci_user,pid_user,aci_user,-0.007005879814435234,0.01572495771223692,-0.005857931409048001,-0.0078455964325529,-0.0083970734951779,0.035579139412667674,-0.006437340572340385
Ausgrid,persistence,2012-11,4,pid_user_vs_aci_user,pid_user,aci_user,-0.0028567447045708683,0.02134828256073279,-0.0047998492870249265,-0.0051885916016351005,-0.0005834765177547998,0.05171952191336579,-0.005304334734201971
Ausgrid,persistence,2012-12,5,pid_user_vs_aci_user,pid_user,aci_user,-0.005477487682957527,0.02567112538029359,-0.01067254337855772,-0.0074922681339231,-0.0067771303870623,0.06274212130878505,-0.011626620634162794
Ausgrid,persistence,2013-01,6,pid_user_vs_aci_user,pid_user,aci_user,-0.0012159707987197121,0.036214474217319326,-0.012625540449703765,-0.0046269824144999,0.0005405819656668999,0.08633764210922756,-0.012445129757250857
Ausgrid,persistence,2013-02,7,pid_user_vs_aci_user,pid_user,aci_user,-0.002757206561554426,0.030347602130277318,-0.005224603594627397,-0.0061335403726708,-0.0016301406926405998,0.07360773274099415,-0.005672223024994803
Ausgrid,persistence,2013-03,8,pid_user_vs_aci_user,pid_user,aci_user,-0.0018520516416730137,0.02636606856925494,-0.006239480224138005,-0.0047829683173301,-0.0020665322580644,0.06363770299474968,-0.006822910685837008
Ausgrid,persistence,2013-04,9,pid_user_vs_aci_user,pid_user,aci_user,-0.0002601263470828341,0.026499100808793585,-0.005195763698348621,-0.0058853586027499,0.00010881844763429996,0.062185097563358806,-0.005734114474718091
Ausgrid,persistence,2013-05,10,pid_user_vs_aci_user,pid_user,aci_user,0.002040853022620137,0.03336036245034957,-0.005314839840256269,-0.0090939331822922,-0.0035053152492669003,0.06538318640196339,-0.004713761745918213
Ausgrid,persistence,2013-06,11,pid_user_vs_aci_user,pid_user,aci_user,0.002547844667409871,0.043204632742467886,-0.010062240265921174,-0.0104073764399852,-0.0044902146464647,0.0666518287053395,-0.007085329421328736
UCI Electricity,persistence,2014-01,0,pid_user_vs_aci_user,pid_user,aci_user,-0.0017628811528396238,11.369338692674745,-5.281543271275837,-0.0045834909973828,-0.0148347272003185,0.05457125076516433,-0.014210722643940769
UCI Electricity,persistence,2014-02,1,pid_user_vs_aci_user,pid_user,aci_user,-0.0023794250104733905,10.503928801337082,-5.845976381083062,-0.0045688014942047005,-0.0107749118165785,0.05195129998883877,-0.01655708450972893
UCI Electricity,persistence,2014-03,2,pid_user_vs_aci_user,pid_user,aci_user,-0.0017205089395515571,13.326883061270223,-6.418472124019502,-0.005344022955885599,-0.0137146555157309,0.06710408905630498,-0.01774258566622608
UCI Electricity,persistence,2014-04,3,pid_user_vs_aci_user,pid_user,aci_user,-0.004063823721081827,11.910821329214912,-5.103132099076504,-0.0060514418377322,-0.0165252057613169,0.053700074750372424,-0.01292621149339879
UCI Electricity,persistence,2014-05,4,pid_user_vs_aci_user,pid_user,aci_user,-0.0023600337401066263,10.814942287367643,-6.744464820554413,-0.0043639438085327,-0.0123456790123456,0.04578937400044085,-0.015449523183134525
UCI Electricity,persistence,2014-06,5,pid_user_vs_aci_user,pid_user,aci_user,-0.0015721733463669452,9.99055965197445,-8.042797145999714,-0.004665607689801301,-0.0144175059562486,0.04107660796134254,-0.016319572668630017
UCI Electricity,persistence,2014-07,6,pid_user_vs_aci_user,pid_user,aci_user,0.002030910036893485,20.896224429672714,-6.740492006617046,-0.0066678097310252,-0.0107183188491185,0.07713944460596174,-0.012241322701864317
UCI Electricity,persistence,2014-08,7,pid_user_vs_aci_user,pid_user,aci_user,-0.003733681770882624,23.23142655836176,-7.636902859758834,-0.0058195771450193995,-0.0235090601354042,0.08349215385717734,-0.01337868598104094
UCI Electricity,persistence,2014-09,8,pid_user_vs_aci_user,pid_user,aci_user,-0.00488045780384494,8.473857284590622,-10.026041704063573,-0.005931288693385399,-0.0165252057613169,0.03165804321529096,-0.018406934900056276
UCI Electricity,persistence,2014-10,9,pid_user_vs_aci_user,pid_user,aci_user,-0.0031532809888689117,10.626243695060424,-14.111465649038223,-0.0063499195913348004,-0.013428414974114001,0.04278863867142638,-0.028728983503379574
UCI Electricity,persistence,2014-11,10,pid_user_vs_aci_user,pid_user,aci_user,-0.0044843597262952395,14.565432166800804,-12.874892863821003,-0.0076673998044966,-0.0179012345679011,0.07059811519806122,-0.03377986131582952
UCI Electricity,persistence,2014-12,11,pid_user_vs_aci_user,pid_user,aci_user,-0.0022683915113675956,10.778721055302839,-9.552150426679077,-0.007797275565225599,-0.0162410394265232,0.05292436368050747,-0.026387404820540302
