source,variant,layout,threshold_se,fallback,efficiency_weight,windows,mean_router_loss,mean_best_fixed_loss,mean_global_loss,mean_oracle_loss,mean_delta_best_fixed,mean_delta_global,mean_router_user_gap,mean_router_segment_gap,mean_router_interval_score,strict_conflict_rate_vs_global,selected_global,selected_segment,selected_user,block_months,delta_best_ci_low,delta_best_ci_high
persistence,expanding_k0_global_eta0,expanding,0.0,global,0.0,140,0.04170682886871786,0.042041960304314674,0.05808506264599228,0.04030325542381303,-0.0003351314355968036,-0.016378233777274424,0.046747368846785015,0.03666628889065071,311.5665644210931,0.15,11,4,125,2,-0.0006453096952374758,-7.1972231358538e-05
persistence,expanding_k0_global_eta0,expanding,0.0,global,0.0,140,0.04170682886871786,0.042041960304314674,0.05808506264599228,0.04030325542381303,-0.0003351314355968036,-0.016378233777274424,0.046747368846785015,0.03666628889065071,311.5665644210931,0.15,11,4,125,3,-0.0006165035798156865,-7.641951450779569e-05
persistence,expanding_k0_global_eta0.01,expanding,0.0,global,0.01,140,0.08560368591448046,0.08590522689506801,0.10289397448437472,0.08422553882660834,-0.0003015409805875499,-0.017290288569894265,0.046747368846785015,0.03666628889065071,311.5665644210931,0.15,11,4,125,2,-0.0006284960451184204,-3.8740277021466386e-05
persistence,expanding_k0_global_eta0.01,expanding,0.0,global,0.01,140,0.08560368591448046,0.08590522689506801,0.10289397448437472,0.08422553882660834,-0.0003015409805875499,-0.017290288569894265,0.046747368846785015,0.03666628889065071,311.5665644210931,0.15,11,4,125,3,-0.0006091478163437013,-4.191256955524067e-05
persistence,expanding_k0_history_best_eta0,expanding,0.0,history_best,0.0,140,0.04170682886871786,0.042041960304314674,0.05808506264599228,0.04030325542381303,-0.0003351314355968036,-0.016378233777274424,0.046747368846785015,0.03666628889065071,311.5665644210931,0.15,11,4,125,2,-0.0006453096952374758,-7.1972231358538e-05
persistence,expanding_k0_history_best_eta0,expanding,0.0,history_best,0.0,140,0.04170682886871786,0.042041960304314674,0.05808506264599228,0.04030325542381303,-0.0003351314355968036,-0.016378233777274424,0.046747368846785015,0.03666628889065071,311.5665644210931,0.15,11,4,125,3,-0.0006165035798156865,-7.641951450779569e-05
persistence,expanding_k0_history_best_eta0.01,expanding,0.0,history_best,0.01,140,0.08560368591448046,0.08590522689506801,0.10289397448437472,0.08422553882660834,-0.0003015409805875499,-0.017290288569894265,0.046747368846785015,0.03666628889065071,311.5665644210931,0.15,11,4,125,2,-0.0006284960451184204,-3.8740277021466386e-05
persistence,expanding_k0_history_best_eta0.01,expanding,0.0,history_best,0.01,140,0.08560368591448046,0.08590522689506801,0.10289397448437472,0.08422553882660834,-0.0003015409805875499,-0.017290288569894265,0.046747368846785015,0.03666628889065071,311.5665644210931,0.15,11,4,125,3,-0.0006091478163437013,-4.191256955524067e-05
persistence,expanding_k1_global_eta0,expanding,1.0,global,0.0,140,0.041293311838313834,0.042041960304314674,0.05808506264599228,0.04030325542381303,-0.0007486484660008287,-0.01679175080767845,0.04694877850114106,0.03563784517548661,310.9560787347159,0.12857142857142856,16,7,117,2,-0.001445579040488088,-0.00017947413856027339
persistence,expanding_k1_global_eta0,expanding,1.0,global,0.0,140,0.041293311838313834,0.042041960304314674,0.05808506264599228,0.04030325542381303,-0.0007486484660008287,-0.01679175080767845,0.04694877850114106,0.03563784517548661,310.9560787347159,0.12857142857142856,16,7,117,3,-0.0013854413750283387,-0.0001818057458705241
