dataset,forecaster,coverage,horizon_hours,method,mean_user_window_gap,pooled_user_gap,temporal_cancellation_absolute,temporal_cancellation_ratio,equal_window_mean_user_window_gap,equal_window_pooled_user_gap,equal_window_temporal_cancellation_absolute,equal_window_temporal_cancellation_ratio,legacy_hybrid_mean_user_window_gap,legacy_hybrid_temporal_cancellation_absolute,legacy_hybrid_temporal_cancellation_ratio,weighting
UCI Electricity,lightgbm_quantile,0.9,1.0,raw,0.03467059751906426,0.02598071850859584,0.008689879010468422,0.2506411666453148,0.03466666059348661,0.02597548592738025,0.00869117466610636,0.25070700544312924,0.03466666059348661,0.00868594208489077,0.25055606557392895,within-user effective-sample weighting for both terms; users macro-averaged
UCI Electricity,lightgbm_quantile,0.9,1.0,rolling_global_norm,0.0326747831427242,0.023532316393726185,0.009142466748998015,0.2798019105150143,0.0326653438501291,0.023520727435964218,0.00914461641416488,0.27994857351329366,0.0326653438501291,0.009133027456402914,0.27959379513364035,within-user effective-sample weighting for both terms; users macro-averaged
UCI Electricity,lightgbm_quantile,0.9,1.0,rolling_group_norm,0.031376388335767065,0.022141198256291846,0.009235190079475219,0.294335663513818,0.03135969762171084,0.0221079390642018,0.009251758557509041,0.29502065578285086,0.03135969762171084,0.009218499365418995,0.29396008458438944,within-user effective-sample weighting for both terms; users macro-averaged
UCI Electricity,lightgbm_quantile,0.9,1.0,rolling_user_norm,0.022407752689512946,0.004530319121119604,0.017877433568393344,0.7978235843686441,0.022405409550409625,0.004520159085258057,0.01788525046515157,0.7982559044462806,0.022405409550409625,0.017875090429290023,0.7978024409271833,within-user effective-sample weighting for both terms; users macro-averaged
UCI Electricity,lightgbm_quantile,0.9,6.0,raw,0.0636526499624655,0.0448312939140109,0.0188213560484546,0.29568849151689863,0.06359718077998033,0.0447788525977886,0.018818328182191736,0.29589877965338257,0.06359718077998033,0.01876588686596943,0.295074194104477,within-user effective-sample weighting for both terms; users macro-averaged
UCI Electricity,lightgbm_quantile,0.9,6.0,rolling_global_norm,0.05929463162186829,0.04035030959208913,0.018944322029779165,0.319494725097379,0.0592583934628758,0.04032579038624533,0.018932603076630472,0.31949234480160804,0.05925839346287581,0.018908083870786678,0.3190785771577188,within-user effective-sample weighting for both terms; users macro-averaged
UCI Electricity,lightgbm_quantile,0.9,6.0,rolling_group_norm,0.05884919638372677,0.039027032938546036,0.019822163445180736,0.3368298067475743,0.05882111662240787,0.039004814671265355,0.019816301951142513,0.33689095156676274,0.05882111662240787,0.019794083683861832,0.336513225529644,within-user effective-sample weighting for both terms; users macro-averaged
UCI Electricity,lightgbm_quantile,0.9,6.0,rolling_user_norm,0.044141040596663475,0.012367144083861262,0.03177389651280221,0.7198266303491706,0.04405841488846996,0.012250367140564777,0.03180804774790519,0.7219517049903972,0.04405841488846996,0.0316912708046087,0.7193012023885197,within-user effective-sample weighting for both terms; users macro-averaged
UCI Electricity,persistence_quantile_interval,0.8,1.0,raw,0.054124435919066925,0.038675112816186595,0.01544932310288033,0.2854408150503764,0.054132591758599816,0.03865414190027222,0.015478449858327595,0.2859358725581174,0.054132591758599816,0.01545747894241322,0.2855484734842306,within-user effective-sample weighting for both terms; users macro-averaged
UCI Electricity,persistence_quantile_interval,0.8,1.0,rolling_global_norm,0.05404762382999235,0.039340376812758586,0.014707247017233763,0.27211644055797235,0.054052702188189305,0.03932405750214346,0.014728644686045844,0.27248674145404894,0.05405270218818929,0.014712325375430706,0.2721848266569252,within-user effective-sample weighting for both terms; users macro-averaged
UCI Electricity,persistence_quantile_interval,0.8,1.0,rolling_group_norm,0.05036638479358319,0.03494464642001097,0.015421738373572219,0.3061910922686869,0.05036636362322496,0.034933142074953974,0.015433221548270988,0.30641921389683996,0.050366363623224955,0.015421717203213982,0.30619080064185367,within-user effective-sample weighting for both terms; users macro-averaged
UCI Electricity,persistence_quantile_interval,0.8,1.0,rolling_user_norm,0.03195287497154488,0.008050037493806802,0.023902837477738074,0.7480653149059158,0.03190116953408771,0.008059979572807982,0.023841189961279728,0.7473453265029809,0.03190116953408771,0.023851132040280908,0.7476569789955504,within-user effective-sample weighting for both terms; users macro-averaged
UCI Electricity,persistence_quantile_interval,0.8,6.0,raw,0.10439658404638519,0.0629596338997576,0.041436950146627585,0.39691863986868037,0.1044370693096792,0.0629399704846017,0.0414970988250775,0.397340705741458,0.10443706930967922,0.04147743540992162,0.397152425705587,within-user effective-sample weighting for both terms; users macro-averaged
UCI Electricity,persistence_quantile_interval,0.8,6.0,rolling_global_norm,0.10560175886125951,0.06264035070100028,0.04296140816025923,0.40682474064378316,0.10563588014891995,0.06262849189894584,0.043007388249974104,0.4071286024156237,0.10563588014891995,0.042995529447919664,0.40701634129716924,within-user effective-sample weighting for both terms; users macro-averaged
UCI Electricity,persistence_quantile_interval,0.8,6.0,rolling_group_norm,0.10261261532693261,0.06000147297098247,0.04261114235595014,0.4152622191743908,0.10263816454145538,0.059969839633763934,0.04266832490769145,0.41571597756366524,0.10263816454145538,0.042636691570472916,0.4154077750801168,within-user effective-sample weighting for both terms; users macro-averaged
UCI Electricity,persistence_quantile_interval,0.8,6.0,rolling_user_norm,0.07032440512058276,0.011821847507331368,0.05850255761325139,0.831895520665111,0.07017963773337407,0.011905973125975064,0.05827366460739901,0.8303500344186993,0.07017963773337407,0.058357790226042705,0.8315487527558231,within-user effective-sample weighting for both terms; users macro-averaged
UCI Electricity,persistence_quantile_interval,0.9,1.0,raw,0.035912204234122044,0.024826256377294815,0.01108594785682723,0.30869583455681887,0.035923972252503725,0.024807342899662094,0.01111662935284163,0.30944877906888085,0.03592397225250373,0.011097715875208917,0.308922292813414,within-user effective-sample weighting for both terms; users macro-averaged
UCI Electricity,persistence_quantile_interval,0.9,1.0,rolling_global_norm,0.03534552886353593,0.02459970339720671,0.010745825466329222,0.3040222005962148,0.03535189419278258,0.02457792997676582,0.010773964216016764,0.3047634210847001,0.03535189419278259,0.010752190795575881,0.3041475157438958,within-user effective-sample weighting for both terms; users macro-averaged
UCI Electricity,persistence_quantile_interval,0.9,1.0,rolling_group_norm,0.03338955730526654,0.02226370532545963,0.011125851979806912,0.33321352176334573,0.03339399000128383,0.022242568587928238,0.011151421413355594,0.33393498090305707,0.03339399000128383,0.011130284675824203,0.3333020305568846,within-user effective-sample weighting for both terms; users macro-averaged
UCI Electricity,persistence_quantile_interval,0.9,1.0,rolling_user_norm,0.021807268442266232,0.004892104875533947,0.016915163566732283,0.7756663156375785,0.021764919641074035,0.004912820969906682,0.016852098671167354,0.7742780101684654,0.021764919641074038,0.01687281476554009,0.7752298213726583,within-user effective-sample weighting for both terms; users macro-averaged
UCI Electricity,persistence_quantile_interval,0.9,6.0,raw,0.07437929337564776,0.044342703437378644,0.030036589938269118,0.40382999857999835,0.07440994874698373,0.044322486492507945,0.030087462254475783,0.40434730518068535,0.07440994874698373,0.030067245309605084,0.40407560838192197,within-user effective-sample weighting for both terms; users macro-averaged
UCI Electricity,persistence_quantile_interval,0.9,6.0,rolling_global_norm,0.0776012500167383,0.04468935376745805,0.03291189624928025,0.42411554249681904,0.07759386180383189,0.044659050163570184,0.032934811640261706,0.42445125006827866,0.07759386180383189,0.03290450803637384,0.42406070881690394,within-user effective-sample weighting for both terms; users macro-averaged
UCI Electricity,persistence_quantile_interval,0.9,6.0,rolling_group_norm,0.07597929136705096,0.043164745109066795,0.03281454625798417,0.4318880272186174,0.07596390391858979,0.04313049935489125,0.032833404563698536,0.4322237651040942,0.07596390391858979,0.03279915880952299,0.43177294896104496,within-user effective-sample weighting for both terms; users macro-averaged
UCI Electricity,persistence_quantile_interval,0.9,6.0,rolling_user_norm,0.05559690475234002,0.011329239143534333,0.044267665608805684,0.7962253619333458,0.05546241430614804,0.011295866434963085,0.04416654787118496,0.7963329477038124,0.05546241430614805,0.04413317516261372,0.795731230144475,within-user effective-sample weighting for both terms; users macro-averaged
