dataset,forecaster,coverage,horizon_hours,window,raw_picp,raw_mpiw,raw_winkler_interval_score,raw_macro_user_abs_coverage_gap,raw_max_abs_cluster_coverage_gap,global_picp,global_mpiw,global_winkler_interval_score,global_macro_user_abs_coverage_gap,global_max_abs_cluster_coverage_gap,segment_picp,segment_mpiw,segment_winkler_interval_score,segment_macro_user_abs_coverage_gap,segment_max_abs_cluster_coverage_gap,user_picp,user_mpiw,user_winkler_interval_score,user_macro_user_abs_coverage_gap,user_max_abs_cluster_coverage_gap,delta_user_gap_user_minus_global,delta_segment_gap_user_minus_global,personalization_conflict,reverse_conflict,window_order
London,persistence_quantile_interval,0.9,6.0,2013-09,0.92159221617777,1.080074731356789,1.4796890829314642,0.0397692748845125,0.0519745762711864,0.8706275734456527,0.8705894212461753,1.4534370116071418,0.0549675438276439,0.0394978882627741,0.8691369892700166,0.7909285585106411,1.4590826896444653,0.0553030039351367,0.045228813559322,0.8557675744458583,0.6637451501274754,1.4184023380520567,0.0530540747779706,0.0584830508474576,-0.0019134690496733012,0.018985162584683496,1,0,6
London,persistence_quantile_interval,0.9,6.0,2013-10,0.9053951393324146,1.08013691612843,1.5820572751070974,0.0373637906578518,0.0349283630044916,0.868800968099768,0.945872110383665,1.5807505429576978,0.0538229547916951,0.0400530834776997,0.868766008941477,0.8818428364225922,1.5867489826564545,0.0524077105674521,0.0403724468050228,0.8589868567010656,0.7596781541209404,1.5766217937988027,0.0473546591760118,0.0530769482967772,-0.006468295615683295,0.013023864819077496,1,0,7
London,persistence_quantile_interval,0.9,6.0,2013-11,0.8754758662850474,1.0802008903811664,1.9002559384895683,0.0438171473652338,0.0362789437132645,0.8614735876844416,1.033936428391462,1.9163414698408312,0.0528682976217951,0.0525229940545759,0.8574068413593797,0.9770277266638532,1.971076339123668,0.0574060512089293,0.1096820637905042,0.8480756940006113,0.907364504645148,2.014166998188048,0.0599898559331863,0.1285515862933415,0.007121558311391198,0.07602859223876561,0,0,8
London,persistence_quantile_interval,0.9,6.0,2013-12,0.8668949550683251,1.0801721674818252,1.9911630160233085,0.0517472300628858,0.0466475409836065,0.8810722294822774,1.1366791368326403,1.973471689587676,0.0442001748962567,0.0292704918032786,0.881034584751733,1.1267728140377655,1.97818097408389,0.0446677840444292,0.0404426229508196,0.8754241754459556,1.1126933340033385,1.9489084085849395,0.040608747984613,0.0501475409836066,-0.0035914269116436998,0.020877049180328004,1,0,9
London,persistence_quantile_interval,0.9,6.0,2014-01,0.8679858223926595,1.0793846519096302,2.031267294473233,0.0530628276421173,0.058155807039732,0.89821542863597,1.2221664950913165,1.9951874570504555,0.0438565268707152,0.020747992050326,0.8981952594297762,1.2326294802885251,1.991710781807632,0.0438683832098415,0.0128311679779249,0.8978429706282574,1.2567923036943307,1.8887647636265408,0.0268190285668664,0.0111311860453656,-0.017037498303848802,-0.0096168060049604,0,0,10
UCI Electricity,lightgbm_quantile,0.8,1.0,2014-01,0.8066874405497251,356.71982641010214,418.2759721686753,0.0439987290961979,0.0311948556901451,0.8096199918693732,356.71991498813566,418.2760072774485,0.042239198304409,0.0161684493872635,0.8071975781783449,353.75455028216135,416.9442483682002,0.0416363083796765,0.0078780950976233,0.8084230925588977,332.5711013788015,406.618439307458,0.0278355560993515,0.0245974776930362,-0.014403642205057497,0.0084290283057727,1,0,0
UCI Electricity,lightgbm_quantile,0.8,1.0,2014-02,0.8085264694442138,348.5743340499377,404.3843133558274,0.0437634117240866,0.0297289838273445,0.8114601133686754,348.5744226279712,404.3843542303284,0.0420049735371114,0.0184916464036394,0.8103576751117735,346.9720385904946,403.5301396913013,0.0415760168872999,0.0128284571338928,0.8106264558959141,312.2024244338777,384.5449421610819,0.0272899904287818,0.0209140586189766,-0.0147149831083296,0.0024224122153371982,1,0,1
UCI Electricity,lightgbm_quantile,0.8,1.0,2014-03,0.8007512935985128,345.2629925431478,409.82884441514807,0.0442730390783184,0.0368775235531628,0.7945063012357764,343.683723674772,409.2564708988826,0.0456412341186361,0.069216390010468,0.7924243082060127,339.37008613391345,407.5801456343797,0.0424296365294064,0.0122304368935022,0.791436594925068,303.5932997709195,397.9425278816023,0.0324682372722141,0.0125546193698261,-0.013172996846421994,-0.0566617706406419,0,0,2
UCI Electricity,lightgbm_quantile,0.8,1.0,2014-04,0.7964742086394022,366.2994150503538,482.8715730834091,0.0471392329685658,0.041436151032813,0.7928329914062787,365.4906824873827,482.86834868075766,0.0477300258178718,0.0633415752330912,0.7921773479784158,360.4904335424986,482.9234406098254,0.0447552604423706,0.009786867859343,0.7921579743779035,331.7019510704276,496.9675322088154,0.0335815873300731,0.0095121966709217,-0.014148438487798704,-0.053829378562169496,0,0,3
UCI Electricity,lightgbm_quantile,0.8,1.0,2014-05,0.7915846039082265,466.2680917508927,530.53015619422,0.0454993428401147,0.0485045610886796,0.7945171552278746,466.26818032892623,530.530191210708,0.0437398120483259,0.01742934051144,0.7936735040238709,461.2207919288691,528.2059524039965,0.0431392902673239,0.0097726932854793,0.7948358679049428,448.1948267571357,518.0054067707056,0.0287733410166441,0.0086997670802682,-0.014966471031681802,-0.008729573431171799,0,0,4
UCI Electricity,lightgbm_quantile,0.8,1.0,2014-06,0.795956219741495,505.8023028459358,614.173604579267,0.0421624608959168,0.0371477875650337,0.8022516202448008,506.7199924405741,614.4796535365455,0.0399302142516284,0.0223812312422223,0.8033283845680095,501.6187140841813,612.5896265462277,0.0387726926041789,0.0131664348632358,0.8022730331716827,477.8765636420404,601.0414291431883,0.0265605945044232,0.0082212950084994,-0.013369619747205196,-0.014159936233722898,0,0,5
UCI Electricity,lightgbm_quantile,0.8,1.0,2014-07,0.7943000753859087,566.5729581702534,675.2287830965134,0.0464971207319142,0.0523553162853297,0.8009881079715665,567.5402275503405,675.5516259326989,0.0441573947261439,0.0239781823333569,0.8011923603683253,561.5630208835462,673.327553789745,0.0428539289477942,0.0066303038889281,0.8017804493947419,523.5595653993068,661.9794631704037,0.0295532496852342,0.0067471842459445,-0.014604145040909698,-0.017230998087412398,0,0,6
UCI Electricity,lightgbm_quantile,0.8,1.0,2014-08,0.7997043767243046,572.4045543003156,710.5103196815323,0.044317441773266,0.0386720502467474,0.8054402181849757,572.9736658997814,710.6163455489624,0.0421093450898513,0.025986399376638,0.8056503909410608,566.1960488496201,709.3830942112763,0.0406878668155965,0.0123224166292806,0.8066094891519283,526.4991170965071,705.7582161572641,0.0265283407600951,0.0202856288320621,-0.0155810043297562,-0.005700770544575899,0,0,7
UCI Electricity,lightgbm_quantile,0.8,1.0,2014-09,0.8027471765526412,549.2048856745229,651.5094664951,0.0428297284840871,0.0430458970792768,0.8068706944722019,549.2053828593398,651.5096336767072,0.0406101256632908,0.0227911573091281,0.8065525595585267,541.7940322689299,648.8914653197385,0.041534756239319,0.009724312686951,0.8063710595116221,506.4461128145218,636.1756491973163,0.0289716900713356,0.0162442693040745,-0.011638435591955203,-0.006546888005053601,0,0,8
UCI Electricity,lightgbm_quantile,0.8,1.0,2014-10,0.7925358083066588,435.4975092476967,611.141359107545,0.0424069418186554,0.0410149045411495,0.7882583486933767,435.3069800312061,611.1617454743005,0.0450791946732553,0.0896540551318478,0.78983908463351,427.7633110495982,612.3104927124946,0.0429387874314718,0.0230183466742226,0.7897867881261273,389.559498271509,622.9902370466141,0.0341393573647296,0.026886023942764,-0.010939837308525699,-0.0627680311890838,0,0,9
UCI Electricity,lightgbm_quantile,0.8,1.0,2014-11,0.8073672704432272,355.6777419049137,449.19414196468017,0.0445992519750875,0.0386416318961521,0.8102998217628753,355.6778304829471,449.19415805906107,0.0428397211832987,0.0195373691530633,0.8098287373714714,351.76251419356174,448.4733405526874,0.0421585861758143,0.0122693873403572,0.8075885373543411,329.76587743075095,451.6134343219883,0.0362443357710081,0.013205068768351,-0.0065953854122906,-0.006332300384712301,0,0,10
UCI Electricity,lightgbm_quantile,0.8,1.0,2014-12,0.7886856012914277,348.6336167130541,424.0809896413531,0.0478513042551595,0.0389836000199392,0.7886678402134487,348.6280430394618,424.07938165752057,0.0478513042551596,0.0390459099745775,0.7873436531774568,344.7630564390647,422.8277172681625,0.0463206940239893,0.0169193171353687,0.7881419149599587,334.5310151207266,422.9664501684074,0.0407896969960096,0.0176560175674719,-0.007061607259149998,-0.0213898924071056,0,0,11
UCI Electricity,lightgbm_quantile,0.8,6.0,2014-01,0.7809706029611616,394.155460901408,485.83299714177326,0.0844221125495712,0.0553701326486949,0.8008904942421858,404.295116910748,488.8050004854131,0.0843958864808589,0.0534577938371976,0.8020080823975395,409.8806507512556,491.0640313132282,0.0824895294407489,0.0197725003565825,0.8015958165446757,377.7446256801098,470.9455296577301,0.0588262642157213,0.0192055341606047,-0.0255696222651376,-0.0342522596765929,0,0,0
UCI Electricity,lightgbm_quantile,0.8,6.0,2014-02,0.7633373843051262,388.2972702698109,464.4379055950229,0.0910482329837168,0.053481112691639,0.7882211390275906,400.526724877511,468.9684439580057,0.08921230614779,0.0415220776331887,0.7894111119917572,413.3180422483576,475.6050052027933,0.0881733639798155,0.0174383287396986,0.7888948332496719,367.6840664658656,439.7838141495129,0.0554219175186917,0.0173337721282926,-0.03379038862909829,-0.0241883055048961,0,0,1
UCI Electricity,lightgbm_quantile,0.8,6.0,2014-03,0.7543163738088994,383.52381608527264,459.11987590339794,0.0857280515620405,0.0494725346796847,0.7802603136002034,395.50309325858063,463.1001438943451,0.0802666714350427,0.0417143430693566,0.7803457470058571,404.705921606129,467.4879996512377,0.0799038774845226,0.03107930850998,0.7735140547886418,356.2849998200157,440.7018038061117,0.0669420403881458,0.0375372783408199,-0.013324631046896893,-0.004177064728536697,0,0,2
UCI Electricity,lightgbm_quantile,0.8,6.0,2014-04,0.7701807995925642,389.3919421725317,545.6354791412086,0.076853380648447,0.0373901615440697,0.8098513598987982,410.1972374963432,544.6190424082821,0.0737908359824868,0.0629655565930075,0.8106122214281607,410.8500780663118,544.3654492643603,0.0726562179123848,0.024299719887955,0.8031720019386054,364.2315170771794,559.4368563446745,0.0605189876537125,0.0140277163496976,-0.013271848328774302,-0.048937840243309896,0,0,3
UCI Electricity,lightgbm_quantile,0.8,6.0,2014-05,0.763011706363398,525.6840500003093,587.2347210871527,0.0812018692034427,0.0475003403002066,0.8007236010776531,543.7251913360715,596.2423274173303,0.0747657535226378,0.055640871223527,0.8002775592272052,540.9662506482699,594.28719253145,0.0737494933600362,0.0126943374696903,0.7967827368889525,512.6840724913906,566.8643961148682,0.0537286714509373,0.0085003897984186,-0.0210370820717005,-0.0471404814251084,0,0,4
UCI Electricity,lightgbm_quantile,0.8,6.0,2014-06,0.7690359134856288,573.0065460910297,678.5279000247929,0.0820857668580628,0.0483692106979778,0.7979168206872191,588.075486514766,684.1479976973171,0.07866384090293,0.0597105508870214,0.7997578796914661,582.0463913520567,681.1506097747128,0.0753351487222455,0.0280423280423279,0.7963704543400938,548.0621815083734,657.0355106184084,0.0501819496126896,0.0119002852282465,-0.028481891290240396,-0.0478102656587749,0,0,5
UCI Electricity,lightgbm_quantile,0.8,6.0,2014-07,0.7675227888642523,631.7985483551713,741.7553996636653,0.085305255545224,0.0559892836371286,0.8005765761469932,649.5458571657343,746.8857145944584,0.0821988571791876,0.0520182570246754,0.802223652735061,639.3563227996373,742.9589197182851,0.0783893220163873,0.0308479532163742,0.7977930365813922,588.350295668331,729.3099763342271,0.0548430806888714,0.0295072029667664,-0.027355776490316196,-0.022511054057909,0,0,6
UCI Electricity,lightgbm_quantile,0.8,6.0,2014-08,0.7713692789420563,633.8268476900278,801.7733282108718,0.0843134333102861,0.0550519112497061,0.801157721987777,650.0783424076237,802.4018544736022,0.0826766882038321,0.0542231255645889,0.8027898974004403,631.7647277466024,801.5537915638956,0.0758688378672643,0.0160569105691056,0.7989354600290871,593.9334893753168,800.7437529084899,0.0486112104522804,0.0116245899301097,-0.0340654777515517,-0.0425985356344792,0,0,7
UCI Electricity,lightgbm_quantile,0.8,6.0,2014-09,0.7809755867156246,600.4090264097349,722.1765532035661,0.0826020437500513,0.0429604261796042,0.8110876315335518,616.7726745578674,726.2528381664192,0.0822044653638581,0.0617278490343505,0.8113648685280563,593.758648834997,720.1536339061419,0.0779629447086752,0.0123508662724348,0.8099745763408003,590.752191877294,712.4823379063727,0.0493623549126395,0.0197038074489054,-0.0328421104512186,-0.04202404158544511,0,0,8
UCI Electricity,lightgbm_quantile,0.8,6.0,2014-10,0.7627385181476448,480.1634341025996,702.7532904823036,0.0861039585469168,0.054303250795065,0.7867472919597231,492.7675388414375,701.1256359574944,0.0818116253010037,0.0559168925022582,0.7864433079814669,470.49515321112864,705.3780086352378,0.0829047755286937,0.0425688204250463,0.7807063554506513,470.0559035291442,689.3064003074254,0.0655838479205906,0.050278134360291,-0.01622777738041309,-0.0056387581419672025,0,0,9
UCI Electricity,lightgbm_quantile,0.8,6.0,2014-11,0.7704898675012527,389.3991623186252,507.3016479125779,0.0894270024725432,0.0394989959454101,0.799309166481842,404.7977574858137,509.7477055581955,0.0899960570738559,0.0467164643635231,0.7993522922365427,387.609831976075,506.69681107515663,0.0902178466694595,0.0265221878224974,0.7913473307211447,385.21107703812567,502.2196676402481,0.0732234242670675,0.0312951496388029,-0.016772632806788396,-0.015421314724720199,0,0,10
