dataset,forecaster,scheme,window,global_macro_user_gap,global_max_audit_group_gap,global_weighted_mean_audit_group_gap,user_macro_user_gap,user_max_audit_group_gap,user_weighted_mean_audit_group_gap,delta_user_gap_user_minus_global,delta_group_gap_user_minus_global,delta_weighted_mean_group_gap_user_minus_global,personalization_conflict,weighted_mean_group_conflict
London,lightgbm_quantile,DemandTertile,2013-07,0.048465310766988366,0.01938254598492828,0.015801719314856213,0.03814374382329026,0.01737352433315753,0.014273917627818874,-0.010321566943698103,-0.002009021651770748,-0.001527801687037339,0,0
London,lightgbm_quantile,DemandTertile,2013-08,0.04613305600649457,0.005267271085483749,0.0025461780442556045,0.02957028335169795,0.0031495106475163404,0.0014680181754631295,-0.016562772654796616,-0.0021177604379674086,-0.001078159868792475,0,0
London,lightgbm_quantile,DemandTertile,2013-09,0.04348927244099849,0.015195611579906121,0.014284423902424813,0.03530127088774783,0.02057450132129446,0.01840749629312593,-0.008188001553250661,0.005378889741388337,0.004123072390701116,1,1
London,lightgbm_quantile,DemandTertile,2013-10,0.04111872413807094,0.01026347928078264,0.006001528229191383,0.028800536809961166,0.009610524661128661,0.00829790783271274,-0.012318187328109773,-0.0006529546196539782,0.0022963796035213565,0,1
London,lightgbm_quantile,DemandTertile,2013-11,0.041571006717962336,0.009783156833081286,0.006278993447619944,0.033071205210514806,0.011726926340659971,0.010520241180985903,-0.00849980150744753,0.0019437695075786854,0.004241247733365959,1,1
London,lightgbm_quantile,DemandTertile,2013-12,0.04518514203706499,0.008546953471419538,0.006185225841862216,0.03170927861593038,0.006670183931469786,0.0030435110149700582,-0.013475863421134611,-0.001876769539949752,-0.003141714826892158,0,0
London,lightgbm_quantile,DemandTertile,2014-01,0.042654698092826605,0.012363416842740671,0.0069904924673157435,0.030452976942874476,0.004503471174162388,0.002626851210141349,-0.01220172114995213,-0.007859945668578283,-0.004363641257174394,0,0
UCI Electricity,lightgbm_quantile,DemandTertile,2014-01,0.04223919830440908,0.016794506842625512,0.009619991869373169,0.02783555609935151,0.012935349814644281,0.008423092558897682,-0.01440364220505757,-0.0038591570279812304,-0.0011968993104754869,0,0
UCI Electricity,lightgbm_quantile,DemandTertile,2014-02,0.04200497353711141,0.019292958600952148,0.011460113368675393,0.027289990428781823,0.014518681666512712,0.010626455895914043,-0.01471498310832959,-0.0047742769344394365,-0.0008336574727613507,0,0
UCI Electricity,lightgbm_quantile,DemandTertile,2014-03,0.045641234118636104,0.013719864938254167,0.00993830985581955,0.03246823727221418,0.013787749994097043,0.00856340507493209,-0.013172996846421925,6.788505584287563e-05,-0.0013749047808874603,1,0
UCI Electricity,lightgbm_quantile,DemandTertile,2014-04,0.047730025817871835,0.01306395334650956,0.010151766668434122,0.03358158733007314,0.010447014615816319,0.007842025622096542,-0.014148438487798697,-0.0026169387306932412,-0.00230974104633758,0,0
UCI Electricity,lightgbm_quantile,DemandTertile,2014-05,0.04373981204832592,0.018082217657198196,0.016658904417772152,0.028773341016644107,0.009699889022691366,0.006759076897573875,-0.014966471031681815,-0.00838232863450683,-0.009899827520198277,0,0
UCI Electricity,lightgbm_quantile,DemandTertile,2014-06,0.0399302142516284,0.022248821494947446,0.012493933004050129,0.026560594504423295,0.008989870395214594,0.007938689692020925,-0.013369619747205103,-0.013258951099732852,-0.004555243312029203,0,0
UCI Electricity,lightgbm_quantile,DemandTertile,2014-07,0.04415739472614391,0.02467335246965774,0.015364319178412042,0.029553249685234224,0.009314665491489849,0.0071174559821284,-0.014604145040909688,-0.01535868697816789,-0.008246863196283642,0,0
UCI Electricity,lightgbm_quantile,DemandTertile,2014-08,0.04210934508985131,0.025316523541252245,0.01133847483649946,0.026528340760095182,0.009133786687445355,0.006609489151928231,-0.015581004329756131,-0.01618273685380689,-0.0047289856845712285,0,0
UCI Electricity,lightgbm_quantile,DemandTertile,2014-09,0.04061012566329089,0.024922766379066208,0.009822007594451357,0.028971690071335633,0.01577727350364777,0.0063710595116220825,-0.011638435591955258,-0.009145492875418437,-0.0034509480828292744,0,0
UCI Electricity,lightgbm_quantile,DemandTertile,2014-10,0.04507919467325537,0.01804089631885908,0.01174165130662334,0.03413935736472966,0.021560523588894598,0.012341778397003523,-0.010939837308525713,0.003519627270035519,0.0006001270903801832,1,1
UCI Electricity,lightgbm_quantile,DemandTertile,2014-11,0.04283972118329873,0.0210056986719509,0.010299821762875251,0.036244335771008114,0.01373069321425957,0.008392847674556139,-0.006595385412290614,-0.00727500545769133,-0.001906974088319113,0,0
UCI Electricity,lightgbm_quantile,DemandTertile,2014-12,0.04785130425515959,0.018601685910604293,0.011332159786551369,0.04078969699600969,0.018332757655522336,0.011858085040041365,-0.0070616072591499005,-0.00026892825508195717,0.0005259252534899964,0,1
