dataset,configuration,coverage,horizon_hours,window,window_order,fold,fit_days,validation_start,validation_stop_exclusive,policy,n,picp,mpiw,macro_user_abs_coverage_gap,max_abs_cluster_coverage_gap,normalized_interval_score
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-09,6,2,42,2013-08-18 00:00:00,2013-08-25 00:00:00,rolling_global_norm,167944,0.8952507978850093,0.3763821904297017,0.0572986727714144,0.0199116743471582,2.639201361754611
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-09,6,2,42,2013-08-18 00:00:00,2013-08-25 00:00:00,rolling_group_norm,167944,0.8958462344591054,0.3767774788577657,0.0560964618151047,0.0051147273425499,2.6369346111124594
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-09,6,2,42,2013-08-18 00:00:00,2013-08-25 00:00:00,rolling_user_norm,167944,0.8904992140237222,0.3742171189967821,0.0334635077618946,0.0164706736353078,2.5999824872027237
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-09,6,3,49,2013-08-25 00:00:00,2013-09-01 00:00:00,rolling_global_norm,167963,0.8925358561111674,0.3781400302294013,0.0569859287486706,0.0272321428571429,2.6925836162611376
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-09,6,3,49,2013-08-25 00:00:00,2013-09-01 00:00:00,rolling_group_norm,167963,0.8924346433440699,0.3784828856024153,0.0558769910197329,0.0116671466973886,2.689117202134834
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-09,6,3,49,2013-08-25 00:00:00,2013-09-01 00:00:00,rolling_user_norm,167963,0.888177753433792,0.3759562814689844,0.0351075404702824,0.0145473310291859,2.6518709207901474
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-10,7,1,35,2013-09-10 00:00:00,2013-09-17 00:00:00,rolling_global_norm,167973,0.886404362605895,0.4187653094317154,0.0553174205814243,0.0271773448097861,3.0551790058112744
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-10,7,1,35,2013-09-10 00:00:00,2013-09-17 00:00:00,rolling_group_norm,167973,0.8869223029891709,0.4185965652025873,0.0538317741959846,0.0215519744483159,3.0528663626464216
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-10,7,1,35,2013-09-10 00:00:00,2013-09-17 00:00:00,rolling_user_norm,167973,0.874086906824311,0.415814162898455,0.0460774106128,0.0352714866434379,3.032376349934457
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-10,7,2,42,2013-09-17 00:00:00,2013-09-24 00:00:00,rolling_global_norm,167794,0.8908363827073673,0.4428934681329314,0.0531504244100818,0.0217861001080302,3.096874677800137
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-10,7,2,42,2013-09-17 00:00:00,2013-09-24 00:00:00,rolling_group_norm,167794,0.8902761719727761,0.4424612050347334,0.0519482901435979,0.0169467787114846,3.094956376534097
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-10,7,2,42,2013-09-17 00:00:00,2013-09-24 00:00:00,rolling_user_norm,167794,0.880985017342694,0.4405802568507488,0.040404244494885,0.0232142857142857,3.0721857233259424
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-10,7,3,49,2013-09-24 00:00:00,2013-10-01 00:00:00,rolling_global_norm,167868,0.9013093621178544,0.431572313249644,0.0522575671996626,0.0148634453781512,2.9159922422211126
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-10,7,3,49,2013-09-24 00:00:00,2013-10-01 00:00:00,rolling_group_norm,167868,0.9001239068792146,0.4309910454488078,0.0519897238378938,0.0045565910837817,2.9148385624369384
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-10,7,3,49,2013-09-24 00:00:00,2013-10-01 00:00:00,rolling_user_norm,167868,0.8965973264707985,0.4294267309357777,0.0325582781326177,0.0068102240896358,2.889465965736957
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-11,8,1,35,2013-10-11 00:00:00,2013-10-18 00:00:00,rolling_global_norm,167967,0.8941518274422953,0.4724208192491069,0.0497451897045552,0.0171668667466986,3.3370002425148373
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-11,8,1,35,2013-10-11 00:00:00,2013-10-18 00:00:00,rolling_group_norm,167967,0.8935088439991189,0.471747737075149,0.0495778020821072,0.0148736933797909,3.335418844194619
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-11,8,1,35,2013-10-11 00:00:00,2013-10-18 00:00:00,rolling_user_norm,167967,0.8855608542154113,0.4703882592439032,0.0368996269339924,0.0276495354239256,3.309740119696613
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-11,8,2,42,2013-10-18 00:00:00,2013-10-25 00:00:00,rolling_global_norm,167953,0.902954993361238,0.4692117152165526,0.0515993862250782,0.0204656862745097,3.1299220961968097
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-11,8,2,42,2013-10-18 00:00:00,2013-10-25 00:00:00,rolling_group_norm,167953,0.9026572910278472,0.4685999330193838,0.0503160528917449,0.0047981997677118,3.1280220761436976
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-11,8,2,42,2013-10-18 00:00:00,2013-10-25 00:00:00,rolling_user_norm,167953,0.8995850029472531,0.4675667608999121,0.0326679106936892,0.0096617305458768,3.104093813462868
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-11,8,3,49,2013-10-25 00:00:00,2013-11-01 00:00:00,rolling_global_norm,167533,0.8979902466976656,0.4690678608771521,0.052418802434125,0.017083920378599,3.295393230526722
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-11,8,3,49,2013-10-25 00:00:00,2013-11-01 00:00:00,rolling_group_norm,167533,0.8984021058537721,0.46848325994847,0.0491298746504391,0.0038377707934443,3.2929895753007563
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-11,8,3,49,2013-10-25 00:00:00,2013-11-01 00:00:00,rolling_user_norm,167533,0.8942775453194296,0.4672285339840481,0.0332575505140021,0.0086309523809523,3.264512503910824
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-12,9,1,35,2013-11-10 00:00:00,2013-11-17 00:00:00,rolling_global_norm,167852,0.8949312489574148,0.5392531837845819,0.0523869107976078,0.0165829266533644,3.5987605371017737
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-12,9,1,35,2013-11-10 00:00:00,2013-11-17 00:00:00,rolling_group_norm,167852,0.8938767485642113,0.5393475161946654,0.0515734214428215,0.0131527344033699,3.5968071346263604
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-12,9,1,35,2013-11-10 00:00:00,2013-11-17 00:00:00,rolling_user_norm,167852,0.8887889331077378,0.5381065547040825,0.0365273689398596,0.0220495315563947,3.5770889909344814
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-12,9,2,42,2013-11-17 00:00:00,2013-11-24 00:00:00,rolling_global_norm,167717,0.8963611321452208,0.5620890095866272,0.0497454640258232,0.0158536371757369,3.748562118270592
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-12,9,2,42,2013-11-17 00:00:00,2013-11-24 00:00:00,rolling_group_norm,167717,0.8960868606044706,0.5623564557160825,0.0488071246783079,0.0171004392173944,3.74695220632772
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-12,9,2,42,2013-11-17 00:00:00,2013-11-24 00:00:00,rolling_user_norm,167717,0.8904106321959014,0.5631586129192628,0.0370293356345536,0.0274093433518458,3.719026073288187
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-12,9,3,49,2013-11-24 00:00:00,2013-12-01 00:00:00,rolling_global_norm,167784,0.9001215848948648,0.5787505188453548,0.0495362215483677,0.0205281776470176,3.803607921965644
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-12,9,3,49,2013-11-24 00:00:00,2013-12-01 00:00:00,rolling_group_norm,167784,0.8996328612978591,0.5793048714501317,0.0481658869694247,0.0061265969802555,3.801735593275308
London,lightgbm_quantile__c90__h6,0.9,6.0,2013-12,9,3,49,2013-11-24 00:00:00,2013-12-01 00:00:00,rolling_user_norm,167784,0.8946383445382158,0.583596476835699,0.0337731380516757,0.0171965737514517,3.762962362836152
London,lightgbm_quantile__c90__h6,0.9,6.0,2014-01,10,1,35,2013-12-11 00:00:00,2013-12-18 00:00:00,rolling_global_norm,167759,0.902222831561943,0.582385101605084,0.0491308679847843,0.0145971713489545,3.7177633039898894
London,lightgbm_quantile__c90__h6,0.9,6.0,2014-01,10,1,35,2013-12-11 00:00:00,2013-12-18 00:00:00,rolling_group_norm,167759,0.9027235498542552,0.5839975632478384,0.0487353238591473,0.011695290657565,3.717141461186503
London,lightgbm_quantile__c90__h6,0.9,6.0,2014-01,10,1,35,2013-12-11 00:00:00,2013-12-18 00:00:00,rolling_user_norm,167759,0.9008756609183411,0.5968353997329177,0.0318367012141625,0.0092262445081877,3.662520710374237
London,lightgbm_quantile__c90__h6,0.9,6.0,2014-01,10,2,42,2013-12-18 00:00:00,2013-12-25 00:00:00,rolling_global_norm,167932,0.8992687516375676,0.5690581736892243,0.051012794089968,0.0142002738212475,3.7401203724216736
London,lightgbm_quantile__c90__h6,0.9,6.0,2014-01,10,2,42,2013-12-18 00:00:00,2013-12-25 00:00:00,rolling_group_norm,167932,0.899381892670843,0.5703452272092795,0.049447499058912,0.0150874900166992,3.7386417384970647
London,lightgbm_quantile__c90__h6,0.9,6.0,2014-01,10,2,42,2013-12-18 00:00:00,2013-12-25 00:00:00,rolling_user_norm,167932,0.8961484410356573,0.5838121822796755,0.0332108413325804,0.0116024105133231,3.672638978836424
London,lightgbm_quantile__c90__h6,0.9,6.0,2014-01,10,3,49,2013-12-25 00:00:00,2014-01-01 00:00:00,rolling_global_norm,167992,0.8943699699985713,0.5637802696005407,0.0533896051103368,0.0213034085453672,4.001536061936388
London,lightgbm_quantile__c90__h6,0.9,6.0,2014-01,10,3,49,2013-12-25 00:00:00,2014-01-01 00:00:00,rolling_group_norm,167992,0.8943044906900328,0.5647030087532499,0.0519882694541231,0.0106697071531445,3.998939148239972
London,lightgbm_quantile__c90__h6,0.9,6.0,2014-01,10,3,49,2013-12-25 00:00:00,2014-01-01 00:00:00,rolling_user_norm,167992,0.8895959331396733,0.5781668086493479,0.03910368757259,0.013298127700432,3.9262644820214097
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-07,0,1,35,2012-06-10 00:00:00,2012-06-17 00:00:00,rolling_global_norm,100464,0.797688724319159,0.6086267206767463,0.0411192068800764,0.0086647029945998,2.914278703117699
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-07,0,1,35,2012-06-10 00:00:00,2012-06-17 00:00:00,rolling_group_norm,100464,0.7978977544194935,0.6085428067316966,0.0415153686892817,0.013372564935065,2.914226721064999
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-07,0,1,35,2012-06-10 00:00:00,2012-06-17 00:00:00,rolling_user_norm,100464,0.7979475234910017,0.6095621677697445,0.0315794712533843,0.0121550324675324,2.9110087719292506
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-07,0,2,42,2012-06-17 00:00:00,2012-06-24 00:00:00,rolling_global_norm,100464,0.7921942188246536,0.5982412931062077,0.0434444179009396,0.0131370091896407,2.8365957412298406
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-07,0,2,42,2012-06-17 00:00:00,2012-06-24 00:00:00,rolling_group_norm,100464,0.7924430641821946,0.5980251373202624,0.0435101130753304,0.0100243506493507,2.83651740723059
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-07,0,2,42,2012-06-17 00:00:00,2012-06-24 00:00:00,rolling_user_norm,100464,0.7927018633540373,0.5989920930708965,0.0341057493231406,0.011140422077922,2.832948459631969
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-07,0,3,49,2012-06-24 00:00:00,2012-07-01 00:00:00,rolling_global_norm,100464,0.7942247969421883,0.6172033289491545,0.0435041407867494,0.0116228070175439,2.914852924915893
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-07,0,3,49,2012-06-24 00:00:00,2012-07-01 00:00:00,rolling_group_norm,100464,0.7942546583850931,0.616982492973427,0.0433269628921802,0.0131696428571429,2.9147405536847666
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-07,0,3,49,2012-06-24 00:00:00,2012-07-01 00:00:00,rolling_user_norm,100464,0.7948618410574932,0.6179360361676552,0.0350195094760312,0.014454816017316,2.9109413459183
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-08,1,1,35,2012-07-11 00:00:00,2012-07-18 00:00:00,rolling_global_norm,100464,0.8044871794871795,0.5643532513868664,0.0434822423952858,0.0127454590083455,2.646711181369166
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-08,1,1,35,2012-07-11 00:00:00,2012-07-18 00:00:00,rolling_group_norm,100464,0.8049749163879598,0.5638850664273615,0.0434364548494983,0.0066829004329004,2.646571201895053
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-08,1,1,35,2012-07-11 00:00:00,2012-07-18 00:00:00,rolling_user_norm,100464,0.8057015448319796,0.5646586564143358,0.0311235865583691,0.0099634740259739,2.642786534012808
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-08,1,2,42,2012-07-18 00:00:00,2012-07-25 00:00:00,rolling_global_norm,100464,0.7889194139194139,0.6005383485545364,0.0484750756489886,0.0200553467000835,2.947174439234338
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-08,1,2,42,2012-07-18 00:00:00,2012-07-25 00:00:00,rolling_group_norm,100464,0.7893673355629878,0.6000273331027979,0.0482262302914476,0.0129281537176274,2.9469938439872867
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-08,1,2,42,2012-07-18 00:00:00,2012-07-25 00:00:00,rolling_user_norm,100464,0.7892279821627648,0.6007751786701231,0.0349717311673833,0.0136069340016709,2.942369212486465
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-08,1,3,49,2012-07-25 00:00:00,2012-08-01 00:00:00,rolling_global_norm,100464,0.7941551202420768,0.5931240066232011,0.0447762382544991,0.0136069340016709,2.862306516819073
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-08,1,3,49,2012-07-25 00:00:00,2012-08-01 00:00:00,rolling_group_norm,100464,0.7944736422997293,0.5925826841841642,0.0446010511227902,0.0071834415584416,2.8621480039499723
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-08,1,3,49,2012-07-25 00:00:00,2012-08-01 00:00:00,rolling_user_norm,100464,0.7950111482720178,0.593603729605733,0.0292005096352922,0.0077583874458875,2.856415266232132
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-09,2,1,35,2012-08-11 00:00:00,2012-08-18 00:00:00,rolling_global_norm,100464,0.8051739926739927,0.6059257794017636,0.044551282051282,0.009002209131075,2.8156525948029465
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-09,2,1,35,2012-08-11 00:00:00,2012-08-18 00:00:00,rolling_group_norm,100464,0.8049251473164517,0.6053877703580013,0.0440635451505016,0.0083228905597325,2.8156579036635714
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-09,2,1,35,2012-08-11 00:00:00,2012-08-18 00:00:00,rolling_user_norm,100464,0.8055223761745501,0.6067154380905833,0.0278627169931517,0.0089494569757727,2.8094845773709265
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-09,2,2,42,2012-08-18 00:00:00,2012-08-25 00:00:00,rolling_global_norm,100464,0.8212394489568403,0.5238289444540095,0.0440973881191272,0.0262150220913106,2.3182563526536213
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-09,2,2,42,2012-08-18 00:00:00,2012-08-25 00:00:00,rolling_group_norm,100464,0.8211598184424271,0.5233174881326271,0.0436315496098104,0.0239650974025973,2.318194651168406
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-09,2,2,42,2012-08-18 00:00:00,2012-08-25 00:00:00,rolling_user_norm,100464,0.8224239528587355,0.5244155381776101,0.0352245580506449,0.0253179112554111,2.3156376907985874
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-09,2,3,49,2012-08-25 00:00:00,2012-09-01 00:00:00,rolling_global_norm,100464,0.8094441790093964,0.4898392137741358,0.0458552317247969,0.0165193912616592,2.288795118434612
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-09,2,3,49,2012-08-25 00:00:00,2012-09-01 00:00:00,rolling_group_norm,100464,0.8090161649944259,0.4893094542987026,0.0453635132982959,0.0118912337662336,2.288673654669361
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-09,2,3,49,2012-08-25 00:00:00,2012-09-01 00:00:00,rolling_user_norm,100464,0.8106585443541965,0.4900762698162675,0.0356266921484312,0.0156114718614718,2.284351032115503
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-10,3,1,35,2012-09-10 00:00:00,2012-09-17 00:00:00,rolling_global_norm,100464,0.8043975951584648,0.4215701813321129,0.0432612677177894,0.0161864177489177,1.991335160755531
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-10,3,1,35,2012-09-10 00:00:00,2012-09-17 00:00:00,rolling_group_norm,100464,0.80430801082975,0.4211637315868172,0.0429726071030418,0.017201028138528,1.991243837962296
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-10,3,1,35,2012-09-10 00:00:00,2012-09-17 00:00:00,rolling_user_norm,100464,0.80242673992674,0.4205372545424171,0.034059961777353,0.0151718073593073,1.988421747453617
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-10,3,2,42,2012-09-17 00:00:00,2012-09-24 00:00:00,rolling_global_norm,100464,0.8098224239528587,0.4058503246755145,0.0442347507564898,0.0162878787878787,1.837058811963368
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-10,3,2,42,2012-09-17 00:00:00,2012-09-24 00:00:00,rolling_group_norm,100464,0.8098025163242555,0.4055140359027062,0.0439401178531613,0.0155776515151514,1.836979546046953
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-10,3,2,42,2012-09-17 00:00:00,2012-09-24 00:00:00,rolling_user_norm,100464,0.8081501831501832,0.4050334561391491,0.0334567606306736,0.0156452922077922,1.8340407495495024
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-10,3,3,49,2012-09-24 00:00:00,2012-10-01 00:00:00,rolling_global_norm,100464,0.8109372511546424,0.3714131322098918,0.0448439241917502,0.0201433982683981,1.6974007908865043
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-10,3,3,49,2012-09-24 00:00:00,2012-10-01 00:00:00,rolling_group_norm,100464,0.810977066411849,0.3710738777872154,0.0451305940436375,0.018756764069264,1.697305248861097
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-10,3,3,49,2012-09-24 00:00:00,2012-10-01 00:00:00,rolling_user_norm,100464,0.8085881509794554,0.3706986250290529,0.0373108775282688,0.0195008116883116,1.6950578271583951
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-11,4,1,35,2012-10-11 00:00:00,2012-10-18 00:00:00,rolling_global_norm,100464,0.7850573339703775,0.403848929991762,0.0445373467112597,0.019141604010025,2.0111602555175585
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-11,4,1,35,2012-10-11 00:00:00,2012-10-18 00:00:00,rolling_group_norm,100464,0.7846691352126135,0.4036734000970666,0.044575171205606,0.0183051055473736,2.011071039387609
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-11,4,1,35,2012-10-11 00:00:00,2012-10-18 00:00:00,rolling_user_norm,100464,0.7815038222646918,0.4034738603259246,0.0350314540531931,0.0222334956709957,2.0073326634391027
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-11,4,2,42,2012-10-18 00:00:00,2012-10-25 00:00:00,rolling_global_norm,100464,0.800346392737697,0.3672999226503506,0.0451743908265647,0.0072240259740259,1.754797815882847
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-11,4,2,42,2012-10-18 00:00:00,2012-10-25 00:00:00,rolling_group_norm,100464,0.7997491638795987,0.3671465030287061,0.0447802197802197,0.0027184585174275,1.7547123381468357
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-11,4,2,42,2012-10-18 00:00:00,2012-10-25 00:00:00,rolling_user_norm,100464,0.8013218665392579,0.3671747969318688,0.0302715400541487,0.0033364661654134,1.751054502097828
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-11,4,3,49,2012-10-25 00:00:00,2012-11-01 00:00:00,rolling_global_norm,100464,0.7995301799649626,0.3580711865665847,0.0447443860487338,0.0058792815371763,1.6886162644291691
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-11,4,3,49,2012-10-25 00:00:00,2012-11-01 00:00:00,rolling_group_norm,100464,0.7999781016085364,0.3579706005244761,0.044435817805383,0.0039028679653679,1.6885919248851284
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-11,4,3,49,2012-10-25 00:00:00,2012-11-01 00:00:00,rolling_user_norm,100464,0.8016702500398153,0.3578572935812278,0.0327898550724637,0.0041718880534669,1.6851545314887135
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-12,5,1,35,2012-11-10 00:00:00,2012-11-17 00:00:00,rolling_global_norm,100464,0.7891682592769549,0.3574833207096916,0.0463987099856665,0.0199509189640768,1.7478149783355683
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-12,5,1,35,2012-11-10 00:00:00,2012-11-17 00:00:00,rolling_group_norm,100464,0.7889094601051123,0.3573854965067051,0.0456581462016244,0.0142857142857143,1.7476422426788183
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-12,5,1,35,2012-11-10 00:00:00,2012-11-17 00:00:00,rolling_user_norm,100464,0.7894668737060041,0.3567712593084021,0.0318741041567128,0.0136431277056277,1.7427685872751624
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-12,5,2,42,2012-11-17 00:00:00,2012-11-24 00:00:00,rolling_global_norm,100464,0.7932393693263259,0.3595149116758569,0.0457079152731326,0.0181495405179615,1.7199267608384754
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-12,5,2,42,2012-11-17 00:00:00,2012-11-24 00:00:00,rolling_group_norm,100464,0.7927615862398472,0.3593961467480165,0.0454331899984074,0.0096908939014203,1.719706000597792
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-12,5,2,42,2012-11-17 00:00:00,2012-11-24 00:00:00,rolling_user_norm,100464,0.7927317247969422,0.3586886974662468,0.0292582417582417,0.0085682957393483,1.714591379345266
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-12,5,3,49,2012-11-24 00:00:00,2012-12-01 00:00:00,rolling_global_norm,100464,0.807184663162924,0.3939667085676023,0.0440217391304347,0.0101242690058479,2.0539142646535304
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-12,5,3,49,2012-11-24 00:00:00,2012-12-01 00:00:00,rolling_group_norm,100464,0.8075828157349897,0.3938940151516552,0.0448658225832138,0.0179041353383457,2.054151440173995
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2012-12,5,3,49,2012-11-24 00:00:00,2012-12-01 00:00:00,rolling_user_norm,100464,0.8087872272654881,0.3930946586602719,0.0333612040133779,0.0197838345864661,2.050405779476724
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-01,6,1,35,2012-12-11 00:00:00,2012-12-18 00:00:00,rolling_global_norm,100464,0.800346392737697,0.379057235759331,0.0466555183946488,0.0130749458874458,1.830410860330481
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-01,6,1,35,2012-12-11 00:00:00,2012-12-18 00:00:00,rolling_group_norm,100464,0.8000378244943462,0.3791021468480955,0.0466176939003026,0.0074269480519479,1.8302713415843237
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-01,6,1,35,2012-12-11 00:00:00,2012-12-18 00:00:00,rolling_user_norm,100464,0.8005952380952381,0.3775624298081556,0.0318940117853161,0.0091517857142856,1.8263884176237053
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-01,6,2,42,2012-12-18 00:00:00,2012-12-25 00:00:00,rolling_global_norm,100464,0.7983058608058609,0.4218670417361896,0.0452998088867654,0.0079037800687286,2.187229565301525
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-01,6,2,42,2012-12-18 00:00:00,2012-12-25 00:00:00,rolling_group_norm,100464,0.7982959069915592,0.4219479342289643,0.045564580347189,0.0087628865979382,2.1872418521578054
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-01,6,2,42,2012-12-18 00:00:00,2012-12-25 00:00:00,rolling_user_norm,100464,0.7956880076445294,0.420508547043728,0.03610447523491,0.0103583701521846,2.18422051113757
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-01,6,3,49,2012-12-25 00:00:00,2013-01-01 00:00:00,rolling_global_norm,100464,0.7999581939799331,0.3967411582274649,0.0510929288103201,0.0122754803675856,1.8450289104098463
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-01,6,3,49,2012-12-25 00:00:00,2013-01-01 00:00:00,rolling_group_norm,100464,0.799848702022615,0.3968707147861629,0.0509794553272814,0.0066885964912281,1.844855479973985
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-01,6,3,49,2012-12-25 00:00:00,2013-01-01 00:00:00,rolling_user_norm,100464,0.8021380793119923,0.3955982994429846,0.0341415830546265,0.0054315476190476,1.8398185370939484
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-02,7,1,35,2013-01-11 00:00:00,2013-01-18 00:00:00,rolling_global_norm,100464,0.7953893932154802,0.4490149280421865,0.04720895046982,0.0091948621553885,2.282738403473655
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-02,7,1,35,2013-01-11 00:00:00,2013-01-18 00:00:00,rolling_group_norm,100464,0.7957477305303392,0.449268138248322,0.0472527472527472,0.0076890034364262,2.2826317295255514
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-02,7,1,35,2013-01-11 00:00:00,2013-01-18 00:00:00,rolling_user_norm,100464,0.79229375696767,0.4473327185880867,0.0336737537824494,0.0102356406480118,2.2769170687129474
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-02,7,2,42,2013-01-18 00:00:00,2013-01-25 00:00:00,rolling_global_norm,100464,0.797499601847428,0.4511071766611905,0.0508998248128683,0.0095081453634086,2.255977529439202
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-02,7,2,42,2013-01-18 00:00:00,2013-01-25 00:00:00,rolling_group_norm,100464,0.797609093804746,0.4513631884197541,0.0508182035355948,0.0037923416789397,2.255835456585576
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-02,7,2,42,2013-01-18 00:00:00,2013-01-25 00:00:00,rolling_user_norm,100464,0.7959368530020704,0.4494307866237156,0.0341555183946488,0.0059320887445888,2.249593821676884
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-02,7,3,49,2013-01-25 00:00:00,2013-02-01 00:00:00,rolling_global_norm,100464,0.7989827201783724,0.4232089112923086,0.0500457875457875,0.0097943722943723,2.1131071776636827
Ausgrid,lightgbm_quantile__c80__h1,0.8,1.0,2013-02,7,3,49,2013-01-25 00:00:00,2013-02-01 00:00:00,rolling_group_norm,100464,0.7989528587354674,0.4234599707064971,0.0495500875935658,0.0031173294059891,2.112982103273091
