dataset,configuration,coverage,horizon_hours,window,window_order,user_weight,efficiency_weight,selected_policy,router_loss,oracle_loss,oracle_policy,router_macro_user_abs_coverage_gap,router_max_abs_cluster_coverage_gap,router_normalized_interval_score,loss__rolling_global_norm,loss__rolling_group_norm,loss__rolling_user_norm,cv_mean_gain_over_global__rolling_global_norm,cv_mean_gain_over_global__rolling_group_norm,cv_mean_gain_over_global__rolling_user_norm,cv_lower_gain__rolling_global_norm,cv_lower_gain__rolling_group_norm,cv_lower_gain__rolling_user_norm,mean_fold_policy,latest_fold_policy,forecaster,previous_window_policy,follow_the_leader_policy,best_fixed_policy
Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2013-03,8,0.5,0.01,rolling_user_norm,0.0453246312641888,0.0453246312641888,rolling_user_norm,0.0339891933685762,0.0162551877004338,2.020244072968376,0.0621779711695112,0.0568290343323452,0.0453246312641888,0.0,0.0046574658179136,0.0137799870039961,0.0,0.0027048655750076,0.0113204286821419,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2013-04,9,0.5,0.01,rolling_user_norm,0.0491428247233775,0.0491428247233775,rolling_user_norm,0.0435247120029728,0.0163255360623781,1.9217700690702,0.0560948698127897,0.0549016508059719,0.0491428247233775,0.0,0.0021202552121571,0.0150376730035682,0.0,0.001480590685045,0.0136397765158021,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2013-05,10,0.5,0.01,rolling_user_norm,0.0623849700598462,0.0623849700598462,rolling_user_norm,0.049758603948646,0.0277282588190908,2.364153867597784,0.072388025857853,0.0694683615567971,0.0623849700598462,0.0,0.0025326304423596,0.0110966704346053,0.0,0.0016895780869295,0.00795931774418,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
Ausgrid,lightgbm_quantile__c80__h6,0.8,6.0,2013-06,11,0.5,0.01,rolling_user_norm,0.0664573242718351,0.0664573242718351,rolling_user_norm,0.0432436826458565,0.0288301832760595,3.042039131087703,0.0811182046242399,0.077637264852812,0.0664573242718351,0.0,0.0050262083609173,0.0156725094225978,0.0,0.0049493597663562,0.0124837170931126,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
Ausgrid,lightgbm_quantile__c90__h1,0.9,1.0,2012-07,0,0.5,0.01,rolling_user_norm,0.0508089288746868,0.0508089288746868,rolling_user_norm,0.0189489157406408,0.0113605816226783,3.565418019302726,0.0572841061867486,0.0558883610771165,0.0508089288746868,0.0,0.0018813655275253,0.0046609049060517,0.0,0.0007109316643711,0.0036847411697969,rolling_user_norm,rolling_user_norm,LightGBM,rolling_global_norm,rolling_global_norm,rolling_user_norm
Ausgrid,lightgbm_quantile__c90__h1,0.9,1.0,2012-08,1,0.5,0.01,rolling_user_norm,0.0440193274407606,0.0440193274407606,rolling_user_norm,0.017258244326968,0.0057154203323558,3.2532495111098747,0.05022703748421,0.0482829405304854,0.0440193274407606,0.0,0.0023729768920292,0.0065102197159815,0.0,0.0017113593450647,0.0051012109434865,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
Ausgrid,lightgbm_quantile__c90__h1,0.9,1.0,2012-09,2,0.5,0.01,rolling_user_norm,0.0461333188975978,0.0461333188975978,rolling_user_norm,0.0244867149758454,0.0187342171717171,2.452285282381658,0.0492446103668744,0.0477168026337532,0.0461333188975978,0.0,0.0023446223245485,0.0063787004142884,0.0,0.0021811936357686,0.006092477807497,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
Ausgrid,lightgbm_quantile__c90__h1,0.9,1.0,2012-10,3,0.5,0.01,rolling_user_norm,0.0352514257630088,0.0352514257630088,rolling_user_norm,0.0196632142985579,0.0043398736282008,2.3249881799629493,0.0414389477811493,0.0389577479531856,0.0352514257630088,0.0,0.0007343024864753,0.0045232378782169,0.0,0.0002857944915717,0.0036547161415972,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
Ausgrid,lightgbm_quantile__c90__h1,0.9,1.0,2012-11,4,0.5,0.01,rolling_user_norm,0.0368886453958547,0.0368886453958547,rolling_user_norm,0.0183110367892976,0.0086410984848485,2.341257775878169,0.042163440521746,0.0409059192014192,0.0368886453958547,0.0,0.0012890238829511,0.0053198375761271,0.0,0.0012431332299839,0.0038020171150317,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
Ausgrid,lightgbm_quantile__c90__h1,0.9,1.0,2012-12,5,0.5,0.01,rolling_user_norm,0.0378999257135921,0.0378999257135921,rolling_user_norm,0.0210468587046427,0.0046585744374237,2.504720914255885,0.0442325612886483,0.0421515433876716,0.0378999257135921,0.0,0.0014723534196046,0.0058003339068432,0.0,-0.0001886695828435,0.0034090131128594,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
Ausgrid,lightgbm_quantile__c90__h1,0.9,1.0,2013-01,6,0.5,0.01,rolling_user_norm,0.0466559026741083,0.0466559026741083,rolling_user_norm,0.0225401877225159,0.0116049608993157,2.9583328363192494,0.0510934769398473,0.050376283899781,0.0466559026741083,0.0,0.0014568492414661,0.0056412786564617,0.0,0.000478285267555,0.0027422170069053,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
Ausgrid,lightgbm_quantile__c90__h1,0.9,1.0,2013-02,7,0.5,0.01,rolling_user_norm,0.0363691605558101,0.0363691605558101,rolling_user_norm,0.0217520703933747,0.0020388438880706,2.4473703415087504,0.0439568380652704,0.043731059716046,0.0363691605558101,0.0,0.0016905306107257,0.0064381372456344,0.0,0.0013500561823365,0.0061466730591276,rolling_user_norm,rolling_user_norm,LightGBM,rolling_user_norm,rolling_user_norm,rolling_user_norm
